,Monocytes,Bcells,CD4Tcells,NK,CD8Tcells,Neutrophils,MEP,Endothelial,Astrocytes,Neuron,Oligodendrocytes,Microglia,Fibroblast,GBM
cg09276998,0.0372,0.0844,0.0555,0.0583,0.0812,0.0388,0.0246,0.0704,0.047562070190906525,0.7810220122337341,0.04105000197887421,0.3093898296356201,0.03680000081658363,0.09258999675512314
cg00421363,0.0188,0.0319,0.0476,0.0253,0.0556,0.0222,0.022,0.0528,0.023159045726060867,0.5992425680160522,0.03438694402575493,0.05465659871697426,0.0257399994879961,0.080718994140625
cg15880738,0.8604,0.8527,0.0909,0.7923,0.0722,0.8455,0.8338,0.6018,0.6586715579032898,0.9004261493682861,0.7158464193344116,0.8803223967552185,0.5308499932289124,0.6520389318466187
cg05208399,0.976,0.9759,0.9695,0.8135,0.9754,0.9718,0.9899,0.9601,0.9762040972709656,0.6063212752342224,0.975617527961731,0.982711672782898,0.9840700030326843,0.954596996307373
cg15089705,0.0491,0.0539,0.0619,0.0474,0.0947,0.0394,0.0395,0.2929,0.10482317954301834,0.09252899885177612,0.06256166100502014,0.050454821437597275,0.7479599714279175,0.08145000040531158
cg25733480,0.0425,0.0563,0.0498,0.0575,0.0499,0.0484,0.0459,0.0594,0.04917825385928154,0.09619318693876266,0.060792505741119385,0.0361071415245533,0.5227599740028381,0.07605999708175659
cg20414098,0.0427,0.0402,0.0384,0.0427,0.0416,0.0424,0.0478,0.0604,0.138983353972435,0.32339411973953247,0.6096550822257996,0.05649428442120552,0.050689999014139175,0.19232699275016785
cg24677093,0.9693,0.9626,0.9617,0.9574,0.9414,0.9402,0.9731,0.9512,0.39999377727508545,0.43382126092910767,0.1671469509601593,0.9629253149032593,0.8913900256156921,0.9593620300292969
cg06912792,0.0236,0.0501,0.05,0.0292,0.0562,0.024,0.0463,0.0724,0.3931904435157776,0.2231222540140152,0.4244278073310852,0.03746107220649719,0.10379000008106232,0.25996896624565125
cg27478224,0.0423,0.0565,0.1418,0.1696,0.1626,0.0482,0.023,0.1164,0.14474602043628693,0.6469355821609497,0.6862797737121582,0.04882053658366203,0.06007000058889389,0.0858990028500557
cg05348366,0.9413,0.9468,0.9426,0.9507,0.9527,0.9364,0.9538,0.8536,0.5843627452850342,0.4844728708267212,0.08331111073493958,0.8951606750488281,0.9528300166130066,0.8784688711166382
cg26514623,0.4952,0.8714,0.889,0.905,0.9102,0.0954,0.8706,0.8499,0.8958432674407959,0.9270608425140381,0.9148893356323242,0.8770461082458496,0.9098899960517883,0.9002460241317749
cg09201499,0.9223,0.2491,0.9521,0.9404,0.9544,0.9138,0.9622,0.9392,0.956259548664093,0.9687306880950928,0.9621094465255737,0.9412932991981506,0.9750999808311462,0.9508031010627747
cg06433879,0.0142,0.1354,0.0602,0.0178,0.0789,0.0143,0.0054,0.0242,0.01032031700015068,0.02984129823744297,0.012834443710744381,0.026692496612668037,0.001769999973475933,0.009744999930262566
cg24599270,0.9169,0.9188,0.9152,0.922,0.9161,0.9167,0.9122,0.8808,0.5854140520095825,0.534146785736084,0.04583472013473511,0.910764217376709,0.9467099905014038,0.8601430654525757
cg09248054,0.0095,0.0148,0.0084,0.0117,0.0119,0.0099,0.0039,0.4874,0.16084477305412292,0.027275897562503815,0.020309723913669586,0.019843393936753273,0.0,0.6743429899215698
cg17808866,0.7068,0.8711,0.912,0.9038,0.9228,0.9002,0.9305,0.847,0.9122375249862671,0.9144987463951111,0.9132308959960938,0.11566516011953354,0.9377800226211548,0.8931959867477417
cg25574849,0.4007,0.413,0.0504,0.5814,0.0479,0.3053,0.7792,0.6171,0.7480207085609436,0.7671064734458923,0.6750541925430298,0.5674557685852051,0.7817800045013428,0.6310940980911255
cg27653399,0.9826,0.9807,0.9777,0.979,0.98,0.9798,0.9901,0.9651,0.972267210483551,0.742946982383728,0.9776484966278076,0.9876270890235901,0.9797800183296204,0.9697809219360352
cg03535253,0.9666,0.9618,0.8002,0.964,0.9557,0.9586,0.9701,0.9499,0.9544466733932495,0.9439465999603271,0.9623339176177979,0.9726738929748535,0.9787099957466125,0.9642370343208313
cg13880950,0.0333,0.1222,0.1223,0.0533,0.1403,0.0324,0.0262,0.0476,0.034940630197525024,0.1129591166973114,0.030317779630422592,0.037713032215833664,0.13349999487400055,0.12222898006439209
cg22454011,0.1695,0.1773,0.6449,0.1697,0.6214,0.1985,0.1945,0.1141,0.056894928216934204,0.10623110830783844,0.05667665973305702,0.06483589112758636,0.15248000621795654,0.06388499587774277
cg24142464,0.1734,0.3173,0.1014,0.4526,0.1399,0.1422,0.2056,0.1894,0.1471644639968872,0.24082227051258087,0.10741972923278809,0.03408999741077423,0.07294999808073044,0.280938982963562
cg18516619,0.0598,0.0668,0.0612,0.0509,0.0671,0.0618,0.0445,0.0423,0.04829476773738861,0.1391507089138031,0.048503611236810684,0.2621000409126282,0.040539998561143875,0.05090299993753433
cg09259081,0.3925,0.4956,0.4315,0.5673,0.5038,0.3781,0.4538,0.376,0.6713221073150635,0.03140589967370033,0.12153138220310211,0.30243316292762756,0.09540999680757523,0.4685969948768616
cg23293256,0.885,0.8973,0.8404,0.8418,0.8301,0.8727,0.0984,0.846,0.8705114126205444,0.7288422584533691,0.8635932803153992,0.783221423625946,0.943809986114502,0.8523810505867004
cg14940165,0.0998,0.129,0.116,0.0963,0.1141,0.0771,0.0817,0.5374,0.07317444682121277,0.10596968978643417,0.05920027941465378,0.07993697375059128,0.09864000231027603,0.4113919734954834
cg05796838,0.9779,0.9799,0.9784,0.9813,0.9823,0.9666,0.9875,0.3653,0.04848110303282738,0.05261530354619026,0.03609944507479668,0.9670566320419312,0.010739999823272228,0.27101099491119385
cg16343302,0.9817,0.9782,0.976,0.9783,0.9784,0.9779,0.9915,0.8918,0.9087618589401245,0.8835868835449219,0.6940374374389648,0.9575592279434204,0.9835100173950195,0.9751240611076355
cg26858704,0.0132,0.0232,0.1782,0.0422,0.2221,0.0188,0.0255,0.0338,0.01449460256844759,0.027052998542785645,0.013365000486373901,0.01450285967439413,0.013050000183284283,0.04772200062870979
cg18355562,0.8689,0.8708,0.8212,0.8519,0.8212,0.8816,0.7027,0.5462,0.6490445137023926,0.9074932932853699,0.7851677536964417,0.8298065066337585,0.0,0.5134209990501404
cg01829024,0.0122,0.1132,0.0151,0.0104,0.0252,0.0053,0.026,0.0211,0.007851586677134037,0.01168039720505476,0.008569166995584965,0.009917681105434895,0.05429000034928322,0.008931000716984272
cg16998950,0.2028,0.8098,0.9062,0.8878,0.9164,0.1053,0.8871,0.8398,0.887454628944397,0.8724106550216675,0.8578789234161377,0.8204492330551147,0.9400699734687805,0.8503000140190125
cg05625471,0.122,0.0829,0.1294,0.2332,0.1014,0.1238,0.0704,0.0784,0.10098682343959808,0.15672951936721802,0.10763805359601974,0.35405752062797546,0.0776199996471405,0.23369200527668
cg21217423,0.0708,0.0803,0.1365,0.0878,0.1775,0.0657,0.0541,0.3783,0.09722349047660828,0.47839462757110596,0.08759916573762894,0.05688697099685669,0.9158599972724915,0.18304899334907532
cg23489236,0.91,0.5873,0.1216,0.504,0.1193,0.9126,0.8719,0.8536,0.8920410871505737,0.9245893359184265,0.8809683918952942,0.8017169833183289,0.9150800108909607,0.8659979701042175
cg07025274,0.0487,0.0468,0.0504,0.0463,0.0409,0.0498,0.0313,0.0588,0.3791182339191437,0.10456247627735138,0.5567057132720947,0.042606789618730545,0.047210000455379486,0.09603901207447052
cg25141766,0.9581,0.9593,0.9564,0.9704,0.9686,0.872,0.9824,0.7096,0.9057925343513489,0.7263250946998596,0.9525747299194336,0.9464445114135742,0.13155999779701233,0.9424110651016235
cg13083037,0.9764,0.9717,0.9687,0.9686,0.9743,0.9684,0.9732,0.5054,0.8320760130882263,0.8696204423904419,0.820859968662262,0.9706393480300903,0.8248800039291382,0.24757599830627441
cg06689816,0.0423,0.2842,0.625,0.3485,0.7335,0.0249,0.1295,0.3456,0.7206867933273315,0.8743457198143005,0.6280336380004883,0.026061605662107468,0.8662800192832947,0.7661960124969482
cg24453664,0.0642,0.2926,0.6383,0.3365,0.6317,0.0808,0.032,0.096,0.04155094921588898,0.15322019159793854,0.05469333380460739,0.037551961839199066,0.02339000068604946,0.05657799914479256
cg27582017,0.0098,0.0997,0.0116,0.0124,0.0087,0.0127,0.0073,0.0109,0.018798094242811203,0.07235240191221237,0.01773611269891262,0.01819000020623207,0.007199999876320362,0.015698999166488647
cg12121075,0.6042,0.9033,0.9087,0.8484,0.9161,0.7242,0.9162,0.8382,0.8564748764038086,0.8720616698265076,0.8824741244316101,0.15650412440299988,0.9035900235176086,0.925900936126709
cg13522882,0.8561,0.629,0.2354,0.7158,0.3347,0.8664,0.9289,0.1458,0.03327951952815056,0.10971999913454056,0.042055562138557434,0.1092676892876625,0.11366000026464462,0.04003399983048439
cg04913246,0.5662,0.5323,0.0699,0.5341,0.1188,0.5058,0.5757,0.1212,0.0548296682536602,0.19194602966308594,0.05217805504798889,0.30651921033859253,0.038040000945329666,0.09587400406599045
cg09453312,0.8629,0.8668,0.0437,0.0512,0.0413,0.8694,0.9113,0.7692,0.7050811052322388,0.9205072522163391,0.8474482893943787,0.8458806276321411,0.6136199831962585,0.45374202728271484
cg18453965,0.0102,0.0065,0.0102,0.0099,0.0086,0.0112,0.0274,0.0771,0.0164252370595932,0.17579782009124756,0.03525499999523163,0.013775714673101902,0.21018999814987183,0.017942998558282852
cg13742400,0.5445,0.9272,0.9198,0.9098,0.9288,0.3398,0.9339,0.7998,0.9475355744361877,0.9555578827857971,0.9531105756759644,0.8242541551589966,0.947130024433136,0.9115960001945496
cg01869288,0.8712,0.0528,0.7754,0.8235,0.7454,0.8583,0.8931,0.7994,0.7605515718460083,0.9122467041015625,0.8333202600479126,0.9062561988830566,0.6569899916648865,0.7771750092506409
cg04501624,0.9596,0.9566,0.949,0.9589,0.9504,0.9533,0.9762,0.9078,0.5430004000663757,0.9320627450942993,0.7940255999565125,0.9581702351570129,0.9795699715614319,0.6460139751434326
cg03860768,0.8925,0.0473,0.8393,0.8572,0.8275,0.8626,0.8944,0.8185,0.5585446953773499,0.8491879105567932,0.20825275778770447,0.8750909566879272,0.7473999857902527,0.14230400323867798
cg00819310,0.8677,0.8272,0.8583,0.8906,0.87,0.8274,0.162,0.7613,0.8920748829841614,0.9383751153945923,0.7873756289482117,0.8468179702758789,0.8296399712562561,0.7808970212936401
cg27090029,0.9643,0.9615,0.9571,0.958,0.9604,0.9577,0.9813,0.7534,0.6986863613128662,0.9530896544456482,0.5276873111724854,0.9501885175704956,0.25738999247550964,0.942190945148468
cg24445316,0.0554,0.0955,0.3887,0.073,0.3886,0.0552,0.0249,0.0875,0.039887141436338425,0.28580042719841003,0.053190551698207855,0.03976035118103027,0.036309998482465744,0.05255499482154846
cg24199006,0.0732,0.5796,0.2334,0.1477,0.1974,0.043,0.7678,0.4062,0.066842220723629,0.4427450895309448,0.4616658389568329,0.23604127764701843,0.07227999716997147,0.4537459909915924
cg25305174,0.9847,0.9784,0.9782,0.9749,0.9791,0.9821,0.9921,0.9625,0.9759820699691772,0.6180028915405273,0.87467360496521,0.9875877499580383,0.9833599925041199,0.9615670442581177
cg13053653,0.0825,0.1236,0.1259,0.0693,0.1434,0.0707,0.064,0.6911,0.11000904440879822,0.19562876224517822,0.07415278255939484,0.07726749032735825,0.23566000163555145,0.6803860068321228
cg09508531,0.0169,0.0318,0.0221,0.0155,0.0241,0.0156,0.0071,0.2537,0.01648809388279915,0.07163450866937637,0.020817499607801437,0.022653212770819664,0.16106000542640686,0.15092599391937256
cg20717932,0.1183,0.0915,0.1396,0.0473,0.0676,0.1248,0.0938,0.1548,0.25312283635139465,0.1545758992433548,0.2335277944803238,0.6719227433204651,0.1995999962091446,0.34673601388931274
cg25526001,0.74,0.2437,0.2614,0.3482,0.3766,0.7383,0.8345,0.3923,0.054923657327890396,0.09632092714309692,0.05781804770231247,0.6831287741661072,0.1635800004005432,0.06023399904370308
cg16624124,0.8437,0.9065,0.7383,0.8687,0.7365,0.8517,0.8985,0.4841,0.44719788432121277,0.8915937542915344,0.557188093662262,0.8569520711898804,0.0,0.18530499935150146
cg13062455,0.2254,0.8551,0.8617,0.8669,0.8681,0.0375,0.756,0.7432,0.6456722021102905,0.8507809638977051,0.7594707012176514,0.31940674781799316,0.8674299716949463,0.7181209325790405
cg10498814,0.8989,0.3266,0.8698,0.848,0.8803,0.8834,0.8944,0.893,0.8673874735832214,0.7865875363349915,0.8688389658927917,0.8592113852500916,0.9148600101470947,0.8902889490127563
cg13758724,0.9736,0.9774,0.9745,0.9751,0.9741,0.9727,0.9853,0.9252,0.9631514549255371,0.3887350559234619,0.9398002624511719,0.9808354377746582,0.9609400033950806,0.9594079256057739
cg06644892,0.3281,0.8809,0.8652,0.8753,0.8867,0.5409,0.7883,0.8207,0.8728841543197632,0.9115250110626221,0.8602900505065918,0.8320090174674988,0.9343699812889099,0.8788079023361206
cg05135549,0.0209,0.0615,0.0817,0.0296,0.1831,0.019,0.0265,0.0402,0.01225714385509491,0.04409540817141533,0.011683332733809948,0.0373782217502594,0.06790000200271606,0.04230800271034241
cg02101203,0.1121,0.1299,0.0537,0.0904,0.0603,0.1293,0.0614,0.0877,0.6042549014091492,0.15930862724781036,0.39895421266555786,0.04154982045292854,0.003530000103637576,0.26936596632003784
cg09974990,0.0277,0.0357,0.0402,0.033,0.0328,0.0323,0.0195,0.0491,0.028426671400666237,0.5367044806480408,0.05023166537284851,0.03464749827980995,0.02474999986588955,0.15078100562095642
cg17046776,0.0205,0.0739,0.1166,0.0354,0.1084,0.0173,0.0104,0.2862,0.008824283257126808,0.0453479178249836,0.01886305958032608,0.6626343727111816,0.01360000018030405,0.015596998855471611
cg06729642,0.0557,0.1162,0.0526,0.0953,0.0537,0.0519,0.1286,0.0912,0.07160205394029617,0.2593826949596405,0.07585249096155167,0.46622157096862793,0.06932000070810318,0.10367699712514877
cg26930596,0.2294,0.9047,0.8972,0.8941,0.8991,0.0701,0.9349,0.8386,0.86561518907547,0.9206275343894958,0.886475682258606,0.8875798583030701,0.8664600253105164,0.8261860609054565
cg22826986,0.8767,0.046,0.8173,0.8167,0.7789,0.8224,0.8959,0.7386,0.48185211420059204,0.7688745856285095,0.19392500817775726,0.7433656454086304,0.6967399716377258,0.15103700757026672
cg00308936,0.8767,0.9021,0.8964,0.8648,0.8945,0.8602,0.2063,0.4708,0.8767148852348328,0.9066852331161499,0.8375558257102966,0.8572097420692444,0.913569986820221,0.8831599950790405
cg05232081,0.912,0.9081,0.9056,0.9012,0.9044,0.9086,0.9508,0.9082,0.8019672632217407,0.8441364765167236,0.27196556329727173,0.9346472024917603,0.9008200168609619,0.842708945274353
cg19007269,0.0503,0.2064,0.2279,0.1464,0.2184,0.0626,0.0724,0.1902,0.09358254820108414,0.12142579257488251,0.07180110365152359,0.34599074721336365,0.030330000445246696,0.14352799952030182
cg24304249,0.05,0.0766,0.0748,0.0555,0.0773,0.0428,0.0268,0.0806,0.050799839198589325,0.08286090195178986,0.05589944124221802,0.05688517913222313,0.49702998995780945,0.13204799592494965
cg16452857,0.0223,0.0334,0.029,0.0255,0.0367,0.0256,0.0184,0.028,0.024497617036104202,0.43281158804893494,0.02124583162367344,0.01689392700791359,0.03068000078201294,0.06077200174331665
cg02969426,0.8643,0.8931,0.8868,0.8775,0.8992,0.3573,0.9143,0.8732,0.8491580486297607,0.9053761959075928,0.8729016780853271,0.8995149731636047,0.8931599855422974,0.8818960189819336
cg05306943,0.9225,0.9242,0.9174,0.9077,0.9155,0.9189,0.958,0.9266,0.6656456589698792,0.794209897518158,0.2079302817583084,0.9402360320091248,0.9489799737930298,0.9249149560928345
cg19711949,0.7615,0.8838,0.875,0.8741,0.8851,0.8901,0.9123,0.8224,0.8789264559745789,0.9130531549453735,0.891469419002533,0.1617644727230072,0.8948900103569031,0.877081036567688
cg08658621,0.0077,0.0465,0.0083,0.0084,0.0125,0.0071,0.0048,0.0091,0.007998730055987835,0.3414101302623749,0.005430000368505716,0.008351428434252739,0.023180000483989716,0.3677700161933899
cg16459519,0.0148,0.1734,0.0274,0.019,0.0543,0.004,0.0026,0.0079,0.004652222152799368,0.01916779950261116,0.004852500278502703,0.00748499995097518,0.0034199999645352364,0.10620398819446564
cg01415937,0.0205,0.072,0.0941,0.0256,0.0776,0.0206,0.0212,0.3393,0.028523175045847893,0.49814555048942566,0.7180321216583252,0.035551782697439194,0.0279300007969141,0.10609898716211319
cg07392085,0.0455,0.1269,0.0659,0.347,0.1462,0.0442,0.0792,0.082,0.061673492193222046,0.08128619194030762,0.08754333853721619,0.061127495020627975,0.0759200006723404,0.06948499381542206
cg05859076,0.8584,0.9023,0.2474,0.7166,0.4978,0.6803,0.9392,0.6816,0.8851463794708252,0.8896347284317017,0.8786963820457458,0.8578376770019531,0.9084100127220154,0.8926099538803101
cg03604011,0.0166,0.0171,0.1931,0.0412,0.1852,0.0131,0.0079,0.0359,0.02119539864361286,0.13290901482105255,0.029427502304315567,0.028707144781947136,0.015159999951720238,0.02742999792098999
cg01165043,0.0203,0.0253,0.0246,0.024,0.0249,0.0225,0.0574,0.0266,0.3528684377670288,0.1149216815829277,0.31355521082878113,0.02504875138401985,0.023110000416636467,0.20757898688316345
cg15978561,0.0642,0.5908,0.1233,0.399,0.1943,0.0428,0.7383,0.3813,0.04519015550613403,0.34720379114151,0.07248666882514954,0.7709494233131409,0.018719999119639397,0.6319379806518555
cg01040749,0.8198,0.8867,0.895,0.8902,0.898,0.1528,0.905,0.8184,0.8460156917572021,0.8891448378562927,0.8590460419654846,0.8628820180892944,0.9618899822235107,0.8817600011825562
cg01735049,0.1685,0.172,0.0673,0.0685,0.0453,0.1558,0.1596,0.1115,0.0308311115950346,0.08641461282968521,0.0371675007045269,0.03141196444630623,0.03627000004053116,0.09195999801158905
cg06458239,0.0552,0.1602,0.1356,0.0674,0.122,0.0484,0.0417,0.2362,0.04618317261338234,0.1049828827381134,0.040455274283885956,0.38385123014450073,0.24608999490737915,0.1072859987616539
cg15220605,0.9534,0.905,0.9481,0.5373,0.9526,0.9452,0.9767,0.9193,0.9003183841705322,0.9544844031333923,0.887174665927887,0.8576692342758179,0.937030017375946,0.9445950388908386
cg11467506,0.099,0.3723,0.6411,0.0388,0.2842,0.0512,0.6158,0.7031,0.790280818939209,0.9103227257728577,0.769238293170929,0.4582943022251129,0.8235800266265869,0.5988820195198059
cg10842515,0.0644,0.0634,0.0647,0.0659,0.0606,0.0667,0.0344,0.1011,0.06681634485721588,0.25463321805000305,0.08438917994499207,0.5132522583007812,0.08669000118970871,0.13528099656105042
cg19778003,0.0596,0.0645,0.4428,0.1028,0.5142,0.0543,0.0532,0.1279,0.06438697129487991,0.08500342071056366,0.06028611212968826,0.05406143516302109,0.08043000102043152,0.06694599986076355
cg17153138,0.0517,0.0467,0.0485,0.051,0.0448,0.0479,0.0256,0.064,0.05876651778817177,0.6252500414848328,0.6824162006378174,0.04379750043153763,0.0,0.29772400856018066
cg26859392,0.9013,0.9265,0.9286,0.9205,0.9315,0.8845,0.8432,0.8928,0.9099522233009338,0.8828563094139099,0.9187536239624023,0.11140714585781097,0.8756800293922424,0.9133469462394714
cg10967114,0.4082,0.9188,0.9202,0.9098,0.9214,0.87,0.9431,0.8652,0.898632287979126,0.9429023861885071,0.930293619632721,0.9359163045883179,0.9376099705696106,0.9125289916992188
cg25599673,0.9024,0.8566,0.2272,0.8838,0.5224,0.8878,0.8214,0.8692,0.8653981685638428,0.9011025428771973,0.8790303468704224,0.8634042739868164,0.898639976978302,0.8566129803657532
cg22018051,0.0712,0.4827,0.7088,0.487,0.8022,0.1641,0.0411,0.0892,0.036011114716529846,0.06449571251869202,0.06741222739219666,0.08823517709970474,0.03658999875187874,0.080315001308918
cg26616258,0.9199,0.884,0.919,0.4837,0.9221,0.9032,0.9646,0.8778,0.9263588786125183,0.9080619812011719,0.9297072291374207,0.9182599782943726,0.954479992389679,0.9148349761962891
cg14138132,0.0347,0.042,0.0419,0.0415,0.0344,0.0386,0.048,0.05,0.029192376881837845,0.6643559336662292,0.05126778036355972,0.052381422370672226,0.046379998326301575,0.15306799113750458
cg19127283,0.015,0.0502,0.0198,0.0171,0.028,0.0174,0.009,0.037,0.022602219134569168,0.030866103246808052,0.020547224208712578,0.04081178084015846,0.0057299998588860035,0.7471139430999756
cg00306951,0.8662,0.8889,0.8869,0.867,0.892,0.8671,0.8965,0.6802,0.12777681648731232,0.9232641458511353,0.8389892578125,0.8144221901893616,0.717199981212616,0.6913270354270935
cg04139981,0.9029,0.9008,0.8905,0.8932,0.8978,0.89,0.9134,0.8698,0.8176785707473755,0.9223027229309082,0.8557579517364502,0.9188347458839417,0.23093999922275543,0.8711910247802734
cg24051057,0.9392,0.9349,0.9301,0.9236,0.9414,0.9238,0.9607,0.6326,0.9184143543243408,0.9558279514312744,0.9174819588661194,0.9297319054603577,0.08789999783039093,0.9204509854316711
cg04497820,0.5086,0.2122,0.48,0.5741,0.641,0.6204,0.5166,0.6003,0.05066189542412758,0.48209139704704285,0.5164573192596436,0.4113595187664032,0.0,0.3730269968509674
cg07036799,0.968,0.9661,0.9678,0.9652,0.9685,0.9662,0.9831,0.9674,0.9671257138252258,0.5692347884178162,0.965077817440033,0.9815502762794495,0.9814800024032593,0.9631329774856567
cg24429081,0.9849,0.9834,0.9832,0.9841,0.9846,0.984,0.9903,0.9823,0.9822900891304016,0.676450788974762,0.9833741784095764,0.9902548789978027,0.9937300086021423,0.9797379374504089
cg21085022,0.9353,0.9418,0.9352,0.9261,0.939,0.9242,0.8338,0.5298,0.915701687335968,0.9473299384117126,0.9216932654380798,0.9352288842201233,0.8892099857330322,0.9273160099983215
cg00259234,0.9555,0.9533,0.9441,0.9481,0.9564,0.9461,0.9769,0.8712,0.34241458773612976,0.7306349277496338,0.9442588090896606,0.965618908405304,0.9407399892807007,0.3739970028400421
cg10677372,0.9524,0.9432,0.9523,0.9471,0.9545,0.9312,0.9574,0.912,0.8545118570327759,0.21355076134204865,0.8754907846450806,0.9348506927490234,0.9485099911689758,0.7797189950942993
cg06623962,0.8221,0.8984,0.9004,0.9021,0.9153,0.9024,0.9487,0.8838,0.881140947341919,0.8983016014099121,0.7868200540542603,0.07070482522249222,0.8914300203323364,0.9053120613098145
cg16871561,0.812,0.9156,0.1077,0.8865,0.7801,0.4598,0.5587,0.804,0.8676743507385254,0.8768718838691711,0.8803437948226929,0.8412118554115295,0.7892699837684631,0.8988510370254517
cg23519572,0.9455,0.9558,0.9521,0.9592,0.964,0.9155,0.9704,0.8941,0.9471054077148438,0.9594048261642456,0.9521639347076416,0.901830792427063,0.41874000430107117,0.885140061378479
cg14908245,0.0194,0.0151,0.0317,0.0285,0.0242,0.021,0.0324,0.0211,0.0604974664747715,0.802812397480011,0.4979383647441864,0.0222649984061718,0.06931000202894211,0.03960999846458435
cg17218270,0.5512,0.4566,0.0834,0.0296,0.218,0.5873,0.2553,0.5635,0.25414398312568665,0.7404922246932983,0.36566197872161865,0.7957325577735901,0.8743600249290466,0.453902006149292
cg08806408,0.016,0.0936,0.0278,0.0192,0.035,0.0168,0.0029,0.0222,0.01142190396785736,0.018599197268486023,0.01660388894379139,0.013504107482731342,0.019840000197291374,0.02439499832689762
cg00863309,0.908,0.3113,0.8231,0.5714,0.7884,0.9098,0.9052,0.8606,0.9088518619537354,0.9303839206695557,0.9039599299430847,0.9045619368553162,0.9473900198936462,0.8951700329780579
cg00253681,0.8628,0.8764,0.8481,0.823,0.8561,0.8372,0.1127,0.2506,0.8433730602264404,0.9163140654563904,0.8131828308105469,0.8606474995613098,0.8521400094032288,0.7473219633102417
cg03254928,0.7798,0.7576,0.0728,0.7701,0.0614,0.7615,0.8472,0.489,0.38706842064857483,0.8866377472877502,0.5367243885993958,0.8849755525588989,0.2346400022506714,0.13993801176548004
cg26552650,0.893,0.8871,0.8536,0.873,0.8563,0.8797,0.8788,0.8608,0.13575458526611328,0.9012707471847534,0.849804699420929,0.8911177515983582,0.8204799890518188,0.6822859644889832
cg20259557,0.8224,0.8556,0.8424,0.8033,0.8506,0.7486,0.1904,0.791,0.8148559331893921,0.8943222761154175,0.8325889706611633,0.848672091960907,0.7767900228500366,0.7676010131835938
cg13053914,0.9644,0.9749,0.9662,0.9732,0.9745,0.9629,0.9762,0.94,0.9663553237915039,0.4509459435939789,0.9443499445915222,0.9817010760307312,0.9716600179672241,0.9699600338935852
cg02935272,0.8544,0.9083,0.8345,0.4494,0.8265,0.843,0.9286,0.8914,0.8846979737281799,0.962550938129425,0.9125639796257019,0.9105920791625977,0.9579200148582458,0.9168640375137329
cg26609631,0.0372,0.2911,0.0669,0.0337,0.1465,0.0118,0.0021,0.0319,0.009339366108179092,0.01649489998817444,0.007301944773644209,0.022644640877842903,0.026440000161528587,0.01681399904191494
cg09915983,0.926,0.9216,0.9102,0.6511,0.9169,0.9092,0.9816,0.9198,0.9217149019241333,0.9650701284408569,0.9291688203811646,0.9503871202468872,0.95524001121521,0.8889210820198059
cg02854396,0.8029,0.6644,0.5874,0.7536,0.5838,0.7822,0.9026,0.71,0.7279936671257019,0.787135899066925,0.7942240834236145,0.7289434671401978,0.7904999852180481,0.05529500171542168
cg27470208,0.8753,0.865,0.1074,0.3533,0.065,0.866,0.9502,0.852,0.8814369440078735,0.5891608595848083,0.9087836146354675,0.8876530528068542,0.9012100100517273,0.8110429644584656
cg03435439,0.8938,0.8844,0.8606,0.8752,0.8664,0.8908,0.9317,0.7116,0.1289038062095642,0.31995654106140137,0.06305333226919174,0.9153624773025513,0.48335000872612,0.0333079993724823
cg03533472,0.3458,0.5802,0.7199,0.5461,0.7836,0.3421,0.3935,0.3221,0.0237931776791811,0.037770308554172516,0.019346939399838448,0.21438975632190704,0.1311900019645691,0.021953999996185303
cg01961447,0.0102,0.0267,0.0153,0.0125,0.0245,0.007,0.0042,0.0101,0.009344921447336674,0.04221789911389351,0.005560833960771561,0.012990894727408886,0.0,0.7837170362472534
cg09104284,0.9456,0.8909,0.7506,0.9336,0.8851,0.9371,0.9739,0.9227,0.9548946619033813,0.9609625339508057,0.9522854685783386,0.9622864723205566,0.9720600247383118,0.9447219967842102
cg16468187,0.0072,0.054,0.0126,0.0084,0.0089,0.0063,0.0035,0.0112,0.006116349250078201,0.016408700495958328,0.005441111046820879,0.005866785068064928,0.008489999920129776,0.009557999670505524
cg25482786,0.0286,0.1178,0.116,0.0481,0.204,0.0271,0.0141,0.0426,0.011321112513542175,0.029470698907971382,0.012827220372855663,0.046721432358026505,0.011099999770522118,0.05611399933695793
cg09458272,0.0368,0.1014,0.0603,0.036,0.0681,0.0339,0.0134,0.0383,0.03438698872923851,0.6443222761154175,0.026818610727787018,0.025242146104574203,0.023099999874830246,0.2046310007572174
cg02744249,0.0194,0.0157,0.5308,0.5658,0.4861,0.0165,0.0368,0.7228,0.8349718451499939,0.8884168863296509,0.6784971952438354,0.01636696234345436,0.7964800000190735,0.8477490544319153
cg24733624,0.3038,0.4794,0.2779,0.1281,0.3937,0.6923,0.8498,0.3734,0.049793973565101624,0.34018099308013916,0.11929222196340561,0.5861517786979675,0.061730001121759415,0.07794500142335892
cg10200168,0.9676,0.9704,0.9696,0.9708,0.9724,0.9621,0.9846,0.8644,0.8790957927703857,0.40165388584136963,0.8913376927375793,0.9709840416908264,0.9796299934387207,0.9454779624938965
cg11990980,0.0099,0.0368,0.0142,0.0109,0.0169,0.0109,0.0012,0.0107,0.007297459524124861,0.019007300958037376,0.005851943511515856,0.0065875002183020115,0.011479999870061874,0.6935709714889526
cg20591136,0.9462,0.9459,0.694,0.9313,0.9336,0.9225,0.9758,0.8807,0.932438850402832,0.8133640289306641,0.9185105562210083,0.9309449791908264,0.9712799787521362,0.9211170077323914
