,Monocytes,Bcells,CD4Tcells,NK,CD8Tcells,Neutrophils,MEP,Endothelial,Microglia,Neuron,Astrocytes,Oligodendrocytes,Fibroblast
cg14056357,0.0211,0.1029,0.0386,0.0116,0.0503,0.0133,0.0092,0.0076,0.008814462460577488,0.015154698863625526,0.009438728913664818,0.005673611536622047,0.0022499999031424522
cg09874822,0.0136,0.1243,0.0381,0.0136,0.0445,0.0136,0.005,0.0197,0.01631767861545086,0.04140210151672363,0.014355876483023167,0.013850834220647812,0.0
cg07852402,0.0447,0.0699,0.0489,0.0386,0.0484,0.0363,0.0329,0.0492,0.03303518146276474,0.0955033004283905,0.04911460354924202,0.04927749186754227,0.5981000065803528
cg00585213,0.9107,0.9092,0.9137,0.911,0.9197,0.9082,0.9426,0.8483,0.9092749953269958,0.8705419898033142,0.7437111139297485,0.30119332671165466,0.9399700164794922
cg04482075,0.9857,0.9829,0.9832,0.9842,0.984,0.9725,0.9916,0.954,0.9896751046180725,0.9849949479103088,0.663213312625885,0.9701203107833862,0.9854199886322021
cg11749490,0.9036,0.9159,0.8947,0.9061,0.8908,0.8942,0.9137,0.8498,0.06090036407113075,0.9063976407051086,0.8721502423286438,0.8860242366790771,0.9369800090789795
cg09072291,0.8947,0.8893,0.8713,0.8567,0.8806,0.8863,0.9264,0.3502,0.9113276600837708,0.9130293130874634,0.8694556951522827,0.9017219543457031,0.8123400211334229
cg13227806,0.5515,0.8251,0.7822,0.8259,0.7722,0.2219,0.8924,0.121,0.726050853729248,0.530548095703125,0.6716485619544983,0.7270458340644836,0.2870599925518036
cg17175208,0.0167,0.0162,0.0318,0.0168,0.0315,0.0153,0.0151,0.0353,0.020980358123779297,0.4084758460521698,0.02464904636144638,0.010763334110379219,0.04812999814748764
cg20889818,0.0208,0.0733,0.0482,0.0239,0.069,0.0289,0.0075,0.5302,0.018741071224212646,0.09280978888273239,0.1250695288181305,0.025739166885614395,0.9307299852371216
cg12506121,0.9134,0.3841,0.8987,0.9012,0.9077,0.9041,0.9413,0.8833,0.9186005592346191,0.9216148853302002,0.8766165375709534,0.8982451558113098,0.9150099754333496
cg07146723,0.9704,0.9632,0.966,0.9648,0.9695,0.9682,0.985,0.8092,0.9640859365463257,0.9512665271759033,0.9605103135108948,0.9632875919342041,0.9609100222587585
cg20715953,0.8371,0.8954,0.8452,0.8746,0.8303,0.7143,0.3257,0.8553,0.9001762270927429,0.9205859899520874,0.855660617351532,0.817586362361908,0.8895400166511536
cg23482747,0.0093,0.009,0.0444,0.177,0.1852,0.0094,0.0364,0.5762,0.018342677503824234,0.8948262929916382,0.8868185877799988,0.8559055328369141,0.8729299902915955
cg10282162,0.0128,0.1224,0.0273,0.0135,0.0735,0.007,0.0038,0.0195,0.008613749407231808,0.013391801156103611,0.006856982596218586,0.004969444591552019,0.00471000000834465
cg08557928,0.0108,0.0122,0.0166,0.0127,0.0226,0.0153,0.0052,0.0398,0.03356660529971123,0.5523561239242554,0.03072238340973854,0.037967219948768616,0.011610000394284725
cg08679238,0.021,0.0248,0.0411,0.0209,0.0239,0.0204,0.0171,0.0522,0.029688747599720955,0.491492360830307,0.3589228689670563,0.6586883068084717,0.037129998207092285
cg00259234,0.9555,0.9533,0.9441,0.9481,0.9564,0.9461,0.9769,0.8712,0.9656189680099487,0.7306349277496338,0.34241440892219543,0.9442589282989502,0.9407399892807007
cg14475875,0.0466,0.1943,0.5704,0.1499,0.3392,0.0515,0.0631,0.1768,0.034404460340738297,0.18946771323680878,0.08519317209720612,0.04603027552366257,0.43358999490737915
cg18584387,0.0284,0.0855,0.0557,0.3322,0.0721,0.0318,0.0297,0.0946,0.04914749786257744,0.04465840756893158,0.027456341311335564,0.04362833499908447,0.06384000182151794
cg17162797,0.9169,0.9175,0.9027,0.4522,0.9094,0.9066,0.8551,0.9154,0.9235063791275024,0.8780893087387085,0.8625973463058472,0.8995940089225769,0.9365699887275696
cg19513582,0.878,0.8812,0.8576,0.7564,0.7817,0.172,0.9028,0.8414,0.8702407479286194,0.9034410715103149,0.8232178688049316,0.8658319115638733,0.8970100283622742
cg00908004,0.8879,0.8486,0.811,0.336,0.8318,0.853,0.9196,0.5804,0.8643418550491333,0.744351327419281,0.05888015031814575,0.4013749957084656,0.0
cg11039361,0.0295,0.0417,0.0327,0.0356,0.0291,0.0311,0.1437,0.0862,0.030858749523758888,0.36931926012039185,0.23254427313804626,0.8248050212860107,0.07707999646663666
cg18560571,0.8647,0.9198,0.8393,0.2148,0.5266,0.7491,0.8814,0.9108,0.8844100832939148,0.9272384643554688,0.8572428226470947,0.9075266718864441,0.9609699845314026
cg18778433,0.0367,0.2315,0.0476,0.0465,0.0932,0.018,0.0051,0.026,0.03280036523938179,0.028381796553730965,0.008686349727213383,0.014780557714402676,0.013969999738037586
cg10505610,0.9739,0.9655,0.9624,0.9594,0.9627,0.9703,0.9682,0.3717,0.9602100253105164,0.8112084269523621,0.5441902279853821,0.9025208950042725,0.037379998713731766
cg25926515,0.2507,0.3848,0.4823,0.3524,0.541,0.333,0.214,0.3393,0.1341148316860199,0.7373868823051453,0.011644602753221989,0.019633891060948372,0.05485000088810921
cg27125849,0.0581,0.2444,0.1046,0.0406,0.1588,0.0344,0.0173,0.3034,0.042428575456142426,0.025479990988969803,0.049000777304172516,0.004341389052569866,0.18588000535964966
cg23217386,0.2547,0.0272,0.7127,0.6556,0.6965,0.8742,0.9275,0.7354,0.057200171053409576,0.9028930068016052,0.8092926144599915,0.8757205605506897,0.7750399708747864
cg21871213,0.9801,0.9775,0.9784,0.9756,0.9807,0.9751,0.9893,0.8414,0.9851382374763489,0.6396349668502808,0.9765661358833313,0.9746676683425903,0.9656699895858765
cg02823783,0.0311,0.0271,0.0343,0.0208,0.0295,0.0383,0.0067,0.0188,0.020601605996489525,0.4795178174972534,0.017524920403957367,0.019006945192813873,0.011350000277161598
cg07019638,0.9489,0.8429,0.3021,0.8984,0.5131,0.9436,0.9739,0.7822,0.9606528878211975,0.6612353324890137,0.937412440776825,0.9419230222702026,0.8631600141525269
cg00987461,0.0336,0.0539,0.0446,0.039,0.0507,0.0371,0.0342,0.071,0.03721179440617561,0.7837813496589661,0.0475863516330719,0.0516408309340477,0.028139999136328697
cg02300584,0.0612,0.0727,0.0668,0.0594,0.067,0.0555,0.0402,0.3732,0.05084303766489029,0.12059521675109863,0.041596341878175735,0.025387775152921677,0.8261299729347229
cg17970299,0.8787,0.8891,0.8555,0.8256,0.867,0.8691,0.9332,0.2881,0.5938089489936829,0.043661292642354965,0.02033190429210663,0.020709997043013573,0.03994999825954437
cg15208672,0.8741,0.879,0.7962,0.3923,0.4281,0.8496,0.9119,0.8195,0.8971050977706909,0.9183354377746582,0.8882248401641846,0.9154700040817261,0.9192900061607361
cg06333058,0.0049,0.008,0.0111,0.007,0.0077,0.0053,0.0055,0.0216,0.014734641648828983,0.02159779518842697,0.06719062477350235,0.008424444124102592,0.0
cg11896104,0.8758,0.8862,0.8788,0.8728,0.887,0.8524,0.1353,0.7737,0.9109465479850769,0.9210411310195923,0.7006077170372009,0.6469719409942627,0.7725099921226501
cg01260502,0.8951,0.8799,0.2925,0.856,0.3716,0.8976,0.8809,0.818,0.8673614859580994,0.8834340572357178,0.8349164724349976,0.8986991047859192,0.90802001953125
cg25746387,0.9014,0.8946,0.878,0.9053,0.8962,0.8876,0.8124,0.6592,0.8498221039772034,0.936442494392395,0.8576967716217041,0.8903123140335083,0.0
cg03893663,0.9131,0.9092,0.9073,0.8668,0.9058,0.9087,0.9419,0.7782,0.9139584302902222,0.910646378993988,0.3359461724758148,0.9120607376098633,0.0
cg02082843,0.8977,0.8141,0.1768,0.4202,0.1911,0.8582,0.9199,0.8896,0.9410236477851868,0.9141907691955566,0.882552981376648,0.9178134202957153,0.9146400094032288
cg01701634,0.0571,0.1168,0.2964,0.0592,0.0558,0.0587,0.0763,0.384,0.3708287179470062,0.8885068297386169,0.6631545424461365,0.7194808125495911,0.49924999475479126
cg03382805,0.921,0.342,0.9184,0.9028,0.9215,0.9228,0.9602,0.9042,0.9391261339187622,0.9541780948638916,0.9022971391677856,0.9354775547981262,0.9003000259399414
cg15018391,0.7964,0.8399,0.8387,0.8044,0.8526,0.7674,0.2117,0.8817,0.7502537965774536,0.8859896063804626,0.8488301038742065,0.857020378112793,0.9304400086402893
cg16459519,0.0148,0.1734,0.0274,0.019,0.0543,0.004,0.0026,0.0079,0.007484999019652605,0.01916779950261116,0.004652222618460655,0.00485250074416399,0.0034199999645352364
cg26124318,0.0245,0.101,0.0736,0.0602,0.1124,0.0227,0.0116,0.0391,0.07297839224338531,0.284328430891037,0.30205172300338745,0.009624723345041275,0.02273000031709671
cg01165043,0.0203,0.0253,0.0246,0.024,0.0249,0.0225,0.0574,0.0266,0.02504875138401985,0.11492171138525009,0.3528684377670288,0.3135552704334259,0.023110000416636467
cg22875239,0.9353,0.9277,0.9301,0.9272,0.9321,0.9346,0.8743,0.6217,0.9178396463394165,0.9293249249458313,0.1399163454771042,0.7372153401374817,0.5548200011253357
cg00724315,0.9049,0.9066,0.9045,0.8971,0.8986,0.9023,0.887,0.593,0.870458722114563,0.8899829387664795,0.1631847769021988,0.8695303201675415,0.7946799993515015
cg20556517,0.0142,0.0182,0.0285,0.0168,0.0177,0.0169,0.0175,0.1604,0.5125802159309387,0.13728871941566467,0.05083492025732994,0.019825002178549767,0.1042499989271164
cg15038286,0.8594,0.7533,0.8954,0.8248,0.9107,0.7821,0.8095,0.2442,0.7966728806495667,0.17887720465660095,0.18723367154598236,0.010834167711436749,0.22190000116825104
cg26873457,0.9584,0.9609,0.9577,0.9618,0.9696,0.9582,0.9479,0.8898,0.9463046789169312,0.7560117840766907,0.6401852965354919,0.15715888142585754,0.9581300020217896
cg13635007,0.0332,0.0907,0.1298,0.0428,0.2865,0.0363,0.0221,0.1676,0.04225143417716026,0.06111150234937668,0.04136380925774574,0.03798861429095268,0.034699998795986176
cg16931707,0.903,0.2896,0.904,0.8979,0.9063,0.9071,0.8862,0.8426,0.8355482220649719,0.8637703657150269,0.8733558654785156,0.8698252439498901,0.90420001745224
cg25554496,0.9065,0.5446,0.0792,0.5803,0.1016,0.8778,0.9225,0.8995,0.9207461476325989,0.9272292256355286,0.8998614549636841,0.9038541316986084,0.9206799864768982
cg26757673,0.8916,0.82,0.356,0.1006,0.1484,0.8954,0.9433,0.8812,0.9257735013961792,0.9165410399436951,0.8685088157653809,0.907507598400116,0.9002599716186523
cg21155456,0.8483,0.8725,0.8607,0.8799,0.8866,0.8433,0.8486,0.8506,0.23796305060386658,0.9097940325737,0.8653281331062317,0.8650314807891846,0.9134399890899658
cg13266327,0.043,0.2,0.5198,0.3104,0.3792,0.0364,0.0137,0.0472,0.027074815705418587,0.16254062950611115,0.1666928380727768,0.06424278020858765,0.0406000018119812
cg26224173,0.9058,0.912,0.9196,0.9278,0.9222,0.8949,0.9391,0.5056,0.8595542907714844,0.9586347937583923,0.9006059169769287,0.9318844676017761,0.9229900240898132
cg19698976,0.827,0.8791,0.8508,0.8183,0.8687,0.8185,0.1696,0.8538,0.8652022480964661,0.9285154938697815,0.9062315821647644,0.6678082942962646,0.8207200169563293
cg06479057,0.9363,0.9382,0.9294,0.922,0.9357,0.9306,0.9695,0.5603,0.9441498517990112,0.9708861708641052,0.932072103023529,0.9432961940765381,0.0686199963092804
cg09157302,0.0106,0.0276,0.0235,0.0099,0.0223,0.0118,0.0038,0.0904,0.012002498842775822,0.8743695616722107,0.6159106492996216,0.22182530164718628,0.03618999943137169
cg23920016,0.9185,0.8444,0.8226,0.9072,0.8502,0.9113,0.9282,0.6818,0.9149259924888611,0.9316337704658508,0.126842200756073,0.8897416591644287,0.5697500109672546
cg06263395,0.975,0.9733,0.9722,0.9562,0.9729,0.9711,0.9894,0.69,0.9828072190284729,0.8675683736801147,0.9532172679901123,0.9027978181838989,0.9092599749565125
cg20855160,0.6704,0.904,0.8179,0.8579,0.8441,0.8503,0.9073,0.7596,0.04341160133481026,0.28053155541419983,0.47909048199653625,0.43125635385513306,0.42785999178886414
cg00144414,0.9121,0.8994,0.8988,0.8956,0.9048,0.8946,0.9656,0.8937,0.9271834492683411,0.7336331009864807,0.7705782055854797,0.2408691793680191,0.9654300212860107
cg19156483,0.0338,0.2137,0.192,0.0663,0.3048,0.0277,0.0226,0.039,0.04348447173833847,0.018801098689436913,0.013808570802211761,0.018983330577611923,0.04033999890089035
cg26088614,0.8994,0.9044,0.8585,0.251,0.7756,0.8989,0.7412,0.8644,0.8405070900917053,0.8789792060852051,0.8298742771148682,0.8519091606140137,0.9144799709320068
cg09474092,0.8659,0.9012,0.9019,0.898,0.9093,0.8728,0.8685,0.8417,0.16845090687274933,0.8858211040496826,0.8668950796127319,0.8524170517921448,0.8234699964523315
cg00916454,0.8751,0.8625,0.8612,0.8616,0.8646,0.8459,0.3703,0.8584,0.8943814635276794,0.8958683013916016,0.8776119351387024,0.843762218952179,0.8069900274276733
cg15202500,0.0824,0.1016,0.1137,0.0867,0.1357,0.0967,0.0513,0.1463,0.4804116189479828,0.3550048768520355,0.06084286794066429,0.0698585957288742,0.17263999581336975
cg06946797,0.0791,0.0485,0.2659,0.3879,0.2647,0.2024,0.63,0.2972,0.09239017218351364,0.774427592754364,0.04595587030053139,0.28455251455307007,0.03206999972462654
cg04887172,0.0468,0.0931,0.5782,0.7294,0.6314,0.0552,0.0111,0.7579,0.7397486567497253,0.9250668287277222,0.9604160189628601,0.96825110912323,0.9710000157356262
cg01787285,0.1612,0.4014,0.0377,0.0604,0.0918,0.2094,0.1052,0.0443,0.021082138642668724,0.05420819669961929,0.030734607949852943,0.028501663357019424,0.04814000055193901
cg06375967,0.0666,0.0878,0.1018,0.0644,0.1102,0.0696,0.049,0.127,0.09121823310852051,0.1688918173313141,0.08794651925563812,0.06256583333015442,0.682420015335083
cg10902850,0.8976,0.9042,0.8472,0.8912,0.831,0.8748,0.8487,0.3232,0.8419252038002014,0.8948984742164612,0.03756921365857124,0.7288981080055237,0.0
cg20253551,0.0521,0.0509,0.0726,0.0614,0.0753,0.0545,0.0419,0.1116,0.060596764087677,0.10608690232038498,0.05857333168387413,0.06259334087371826,0.6786100268363953
cg18201077,0.0139,0.0136,0.0127,0.013,0.0115,0.0129,0.0046,0.0172,0.013537679798901081,0.6040655374526978,0.25173380970954895,0.6348244547843933,0.012509999796748161
cg24002003,0.1045,0.0787,0.2785,0.0785,0.0915,0.3719,0.1236,0.0987,0.0560699999332428,0.760253369808197,0.10924573987722397,0.2903825342655182,0.05854000151157379
cg00300046,0.9273,0.8934,0.3543,0.8937,0.584,0.908,0.9455,0.8863,0.9225757718086243,0.39723679423332214,0.8829042315483093,0.8978741765022278,0.8989199995994568
cg07905808,0.8988,0.9022,0.8914,0.8906,0.8983,0.2837,0.9233,0.8394,0.9094748497009277,0.9144701957702637,0.8744696974754333,0.8830348253250122,0.8903499841690063
cg12249234,0.0719,0.8532,0.8582,0.8113,0.8767,0.0524,0.6979,0.4372,0.03501017764210701,0.6030222177505493,0.3230750262737274,0.646269679069519,0.11861000210046768
cg06666025,0.0158,0.0466,0.014,0.0155,0.024,0.0158,0.0266,0.3538,0.07957768440246582,0.1955210268497467,0.074854277074337,0.017293889075517654,0.6136400103569031
cg22115465,0.9674,0.9705,0.9709,0.9739,0.9704,0.9647,0.9881,0.9204,0.9064251780509949,0.5788648724555969,0.9684142470359802,0.9618560075759888,0.9941800236701965
cg10603275,0.0262,0.1427,0.1788,0.0718,0.3349,0.0322,0.0113,0.0673,0.05033910647034645,0.025446901097893715,0.020776035264134407,0.02404555305838585,0.01978999935090542
cg26099045,0.6073,0.7424,0.2742,0.6056,0.4284,0.565,0.2543,0.1692,0.7374300360679626,0.7722563147544861,0.022232381626963615,0.031235001981258392,0.03240000084042549
cg22732101,0.0118,0.0204,0.0182,0.1106,0.1073,0.0092,0.0072,0.02,0.011176249012351036,0.05278930813074112,0.11223094165325165,0.012698333710432053,0.011880000121891499
cg16753167,0.9724,0.969,0.9694,0.9692,0.9726,0.9682,0.9737,0.9218,0.1924687623977661,0.8817726969718933,0.9624730944633484,0.9499089121818542,0.971750020980835
cg09254098,0.0282,0.0307,0.0318,0.0336,0.0271,0.031,0.0943,0.0443,0.032416071742773056,0.06928028911352158,0.029607146978378296,0.03763861581683159,0.007550000213086605
cg17766305,0.0478,0.1726,0.5541,0.8375,0.6413,0.0784,0.051,0.3487,0.046258386224508286,0.10756849497556686,0.5612009763717651,0.22614002227783203,0.7615200281143188
cg23635663,0.9618,0.9524,0.6505,0.9439,0.9068,0.9553,0.9792,0.9372,0.9667750000953674,0.9698251485824585,0.9608862400054932,0.9691355228424072,0.9783499836921692
cg26916780,0.216,0.2875,0.1447,0.118,0.2051,0.2012,0.1158,0.2537,0.47807973623275757,0.10258559137582779,0.10696269571781158,0.05029278248548508,0.14295999705791473
cg23889013,0.2476,0.819,0.8772,0.8691,0.8879,0.8624,0.9111,0.8514,0.41740497946739197,0.9274114966392517,0.8429244160652161,0.7118542194366455,0.8695899844169617
cg23640802,0.0531,0.0432,0.0602,0.0411,0.0492,0.0427,0.0421,0.089,0.055284999310970306,0.10977649688720703,0.3470245599746704,0.2569877803325653,0.014329999685287476
cg19055828,0.5352,0.9064,0.9037,0.8947,0.9103,0.0426,0.8671,0.8459,0.8278209567070007,0.8371243476867676,0.8814293146133423,0.8772910833358765,0.8334599733352661
cg08886020,0.8885,0.7964,0.856,0.8972,0.8615,0.8625,0.8916,0.5223,0.8378663063049316,0.8626341223716736,0.5050380825996399,0.5716575384140015,0.0
cg08857201,0.0658,0.137,0.1772,0.297,0.2857,0.0758,0.0493,0.1056,0.07191624492406845,0.08594870567321777,0.0816485732793808,0.06780583411455154,0.08128000050783157
cg23426816,0.0163,0.0231,0.0224,0.0231,0.0334,0.0179,0.0141,0.0404,0.015878036618232727,0.06350210309028625,0.12930427491664886,0.20843695104122162,0.041099999099969864
cg16378063,0.0889,0.8779,0.8862,0.8502,0.8928,0.053,0.7935,0.8099,0.5980092883110046,0.8964584469795227,0.8411195278167725,0.8840241432189941,0.8415200114250183
cg11350833,0.9636,0.9617,0.915,0.9346,0.9108,0.9554,0.9841,0.7659,0.9705289006233215,0.923921525478363,0.9545679688453674,0.9676821231842041,0.3200100064277649
cg13892570,0.045,0.055,0.0401,0.048,0.0383,0.0462,0.0355,0.066,0.4501168429851532,0.832506000995636,0.20748840272426605,0.4217533469200134,0.03686999902129173
cg06721411,0.1117,0.5886,0.885,0.8819,0.9035,0.4766,0.8754,0.85,0.2684183716773987,0.8308983445167542,0.8732898235321045,0.8393956422805786,0.8896099925041199
cg16401490,0.9623,0.9673,0.9582,0.9623,0.9534,0.9604,0.9805,0.958,0.9721350073814392,0.4363453984260559,0.9625600576400757,0.9511480331420898,0.9759500026702881
cg05424831,0.8885,0.9057,0.4216,0.8344,0.5509,0.8833,0.8876,0.8927,0.908867359161377,0.9173371195793152,0.8804613351821899,0.8663830161094666,0.9043599963188171
cg00928816,0.7962,0.6818,0.3266,0.6438,0.553,0.854,0.8764,0.2226,0.2740505039691925,0.1509850174188614,0.041304443031549454,0.08185388147830963,0.04820999875664711
cg20803857,0.0121,0.1051,0.0187,0.012,0.0498,0.0044,0.0029,0.0056,0.004094821400940418,0.008577997796237469,0.005943491589277983,0.0040991660207509995,0.007840000092983246
cg04928049,0.9802,0.9814,0.9812,0.9822,0.9834,0.9805,0.9906,0.9432,0.9792320132255554,0.73879075050354,0.814978837966919,0.475542277097702,0.9721999764442444
cg09680131,0.8973,0.9045,0.8952,0.8942,0.9007,0.8986,0.9114,0.799,0.8930025696754456,0.9136736989021301,0.35010382533073425,0.8854454159736633,0.8283900022506714
cg27007625,0.9605,0.9568,0.951,0.9529,0.9583,0.9498,0.9632,0.9316,0.936733603477478,0.39589619636535645,0.9354156255722046,0.9037705659866333,0.971780002117157
cg08465120,0.0957,0.0567,0.0544,0.047,0.0633,0.0735,0.198,0.0328,0.06534554064273834,0.1400635838508606,0.08356475085020065,0.06256555020809174,0.15320999920368195
cg13173567,0.8013,0.8113,0.7662,0.8341,0.8033,0.7473,0.838,0.252,0.6667945981025696,0.8240602612495422,0.22266758978366852,0.8669294714927673,0.0
cg05168033,0.0114,0.0988,0.0246,0.0126,0.0284,0.0127,0.0101,0.0204,0.009415357373654842,0.02013080194592476,0.008816351182758808,0.012198888696730137,0.0319099985063076
cg07531268,0.0098,0.0256,0.0187,0.0169,0.0338,0.0094,0.0083,0.248,0.007936429232358932,0.05224219709634781,0.08316793292760849,0.007993888109922409,0.9423199892044067
cg09915983,0.926,0.9216,0.9102,0.6511,0.9169,0.9092,0.9816,0.9198,0.9503871202468872,0.9650700092315674,0.9217149615287781,0.9291689395904541,0.95524001121521
cg02606840,0.2604,0.7649,0.0538,0.0389,0.038,0.0329,0.9397,0.7546,0.6799688339233398,0.9148780107498169,0.8669878840446472,0.9045369625091553,0.9236800074577332
cg07036799,0.968,0.9661,0.9678,0.9652,0.9685,0.9662,0.9831,0.9674,0.9815503358840942,0.5692346692085266,0.9671255946159363,0.9650779366493225,0.9814800024032593
cg23882545,0.0524,0.0446,0.0513,0.0489,0.0469,0.0428,0.0407,0.0635,0.03770088776946068,0.400704026222229,0.2897633910179138,0.7396541237831116,0.034380000084638596
cg07976603,0.32,0.2906,0.0853,0.3095,0.0854,0.3124,0.2542,0.1099,0.12788785994052887,0.10947349667549133,0.0717136338353157,0.08096415549516678,0.06510999798774719
cg18732064,0.0331,0.0054,0.0058,0.0034,0.0052,0.0314,0.0107,0.0225,0.007421964313834906,0.7055105566978455,0.01209841389209032,0.008201111108064651,0.0065899998880922794
cg10547050,0.0347,0.0635,0.0464,0.0416,0.0374,0.0394,0.0,0.2763,0.1837914139032364,0.8688021898269653,0.20442792773246765,0.8259223103523254,0.0
cg05398036,0.0808,0.5828,0.5955,0.7372,0.6413,0.2806,0.7266,0.0898,0.6632331609725952,0.211096853017807,0.042309053242206573,0.24801421165466309,0.040619999170303345
cg26502852,0.0176,0.0269,0.0469,0.0182,0.0525,0.0152,0.0182,0.2897,0.023457499220967293,0.9171763062477112,0.7579495906829834,0.7470754981040955,0.0
cg13283877,0.9722,0.9678,0.9711,0.9721,0.9721,0.9648,0.9809,0.9659,0.9852088689804077,0.848725438117981,0.7932635545730591,0.24411723017692566,0.9665499925613403
cg20668096,0.9099,0.9105,0.9087,0.9172,0.9136,0.9065,0.9009,0.8764,0.8944634199142456,0.8875789642333984,0.5328430533409119,0.13016334176063538,0.9149500131607056
cg23677243,0.0593,0.1142,0.0908,0.0659,0.0887,0.071,0.0433,0.533,0.10172251611948013,0.20553003251552582,0.07245953381061554,0.06534278392791748,0.14805999398231506
cg03249630,0.0397,0.8489,0.8396,0.7724,0.841,0.0321,0.5788,0.7736,0.04164713993668556,0.9313991069793701,0.856656551361084,0.8943427205085754,0.6993100047111511
cg03291396,0.0868,0.1852,0.2873,0.2318,0.3413,0.089,0.0875,0.0854,0.41024407744407654,0.16036012768745422,0.09266746789216995,0.06803915649652481,0.04684999957680702
cg02968429,0.0078,0.0529,0.0097,0.0046,0.0099,0.006,0.0023,0.0026,0.006413749419152737,0.011732399463653564,0.005151587538421154,0.003988888580352068,0.004600000102072954
cg25379954,0.8672,0.8668,0.8173,0.8552,0.8298,0.8662,0.9199,0.3783,0.9059323668479919,0.6522178649902344,0.8510718941688538,0.801505446434021,0.0
cg07029975,0.9082,0.9148,0.9073,0.9011,0.9172,0.9072,0.9072,0.899,0.917246401309967,0.887704074382782,0.32068902254104614,0.6646540760993958,0.9187899827957153
cg02387618,0.9141,0.9184,0.347,0.7766,0.4291,0.9108,0.9329,0.9,0.9389731287956238,0.9386459589004517,0.8942787647247314,0.920740008354187,0.9535199999809265
cg25185536,0.8669,0.9103,0.9008,0.9012,0.9072,0.8341,0.1494,0.894,0.8984162211418152,0.9314877986907959,0.8860220313072205,0.844195544719696,0.8974400162696838
cg04462561,0.8184,0.8331,0.0684,0.1456,0.0822,0.7692,0.1726,0.2824,0.8377670049667358,0.6984455585479736,0.35602378845214844,0.3895597457885742,0.41655999422073364
cg15180867,0.0118,0.1081,0.0229,0.0124,0.0518,0.0099,0.004,0.0279,0.011981249786913395,0.022184599190950394,0.009814762510359287,0.005043888930231333,0.0
cg06729642,0.0557,0.1162,0.0526,0.0953,0.0537,0.0519,0.1286,0.0912,0.46622157096862793,0.2593826651573181,0.07160206139087677,0.07585249841213226,0.06932000070810318
cg03946762,0.0368,0.0425,0.0507,0.0453,0.0521,0.0445,0.0439,0.4045,0.045990895479917526,0.0904935821890831,0.10348205268383026,0.05732639133930206,0.10506000369787216
cg18095675,0.5143,0.9016,0.8931,0.8846,0.9022,0.113,0.9053,0.7872,0.8844348192214966,0.8964612483978271,0.8853108286857605,0.851368248462677,0.899150013923645
cg14249348,0.026,0.0957,0.0526,0.0229,0.086,0.02,0.0149,0.0522,0.06867071241140366,0.3027268648147583,0.23111890256404877,0.005920832976698875,0.008779999800026417
cg05338083,0.0425,0.0408,0.0389,0.0335,0.0398,0.0398,0.0479,0.0552,0.040019821375608444,0.29664137959480286,0.1605176329612732,0.46110665798187256,0.07880000025033951
cg10498814,0.8989,0.3266,0.8698,0.848,0.8803,0.8834,0.8944,0.893,0.859211266040802,0.7865874767303467,0.8673874735832214,0.868838906288147,0.9148600101470947
cg09391405,0.5138,0.2468,0.105,0.3235,0.1209,0.0394,0.6982,0.5168,0.4075312912464142,0.5419814586639404,0.7838269472122192,0.2182522416114807,0.8606799840927124
cg22078907,0.953,0.9547,0.9481,0.944,0.9559,0.9413,0.9789,0.9018,0.9569092392921448,0.4704212248325348,0.9498123526573181,0.9316530227661133,0.9652299880981445
cg24142464,0.1734,0.3173,0.1014,0.4526,0.1399,0.1422,0.2056,0.1894,0.03408999741077423,0.24082231521606445,0.147164449095726,0.10741972923278809,0.07294999808073044
cg13842800,0.8795,0.88,0.8752,0.8905,0.8934,0.8975,0.8297,0.3854,0.8757754564285278,0.787682294845581,0.04462302103638649,0.1420624852180481,0.0
cg12036292,0.0127,0.0151,0.0145,0.0162,0.0126,0.014,0.013,0.0248,0.013099109753966331,0.08063849806785583,0.10878825932741165,0.031909167766571045,0.03149000182747841
cg00610577,0.0229,0.1992,0.7036,0.5789,0.681,0.0234,0.4026,0.5982,0.017775895074009895,0.6725403070449829,0.48042288422584534,0.0920119509100914,0.9589300155639648
cg07211972,0.4698,0.9076,0.8807,0.8961,0.9006,0.0897,0.9143,0.829,0.7572163343429565,0.88763427734375,0.8887000679969788,0.7609725594520569,0.9233999848365784
cg14142627,0.9566,0.9502,0.9432,0.948,0.9426,0.9401,0.9775,0.9089,0.9589151740074158,0.7303486466407776,0.792089581489563,0.2898347079753876,0.9603000283241272
cg00812580,0.9464,0.9273,0.943,0.9366,0.9537,0.945,0.9748,0.5714,0.916425883769989,0.9400044083595276,0.9392303228378296,0.9340739846229553,0.9627100229263306
cg12159259,0.9352,0.9361,0.9276,0.9258,0.9378,0.921,0.9524,0.8495,0.2979721426963806,0.824849009513855,0.928565502166748,0.8832299709320068,0.8958500027656555
cg11959387,0.7676,0.8952,0.8912,0.8932,0.9023,0.8198,0.9331,0.5612,0.05682464316487312,0.919484555721283,0.8205905556678772,0.8866152763366699,0.04881000146269798
cg19043450,0.9752,0.9699,0.9624,0.9698,0.9736,0.9675,0.9885,0.9086,0.971542239189148,0.9328197240829468,0.5753093361854553,0.27908024191856384,0.8280699849128723
cg09074856,0.9599,0.9613,0.9551,0.9578,0.9594,0.9586,0.9734,0.2935,0.5647030472755432,0.8571423888206482,0.7536380887031555,0.7535403370857239,0.0
