"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008180","CC","GO:0008180","COP9 signalosome","9/2712","15/19550",4.25211498775858e-05,0.000172210657004223,8.62856082311244e-05,"COPS4/PLCG1/GPS1/COPS2/GRB2/COPS3/COPS6/COPS5/COPS7B",9
"GO:0042383","CC","GO:0042383","sarcolemma","37/2712","138/19550",4.37724781425971e-05,0.000176299097049466,8.83341082610131e-05,"PLEC/FLNC/COL6A3/ATP1A2/AHNAK/ANXA2/ANXA1/ANK2/EZR/RDX/SYNM/ATP2B4/COL6A1/FLOT1/CAMK2D/DES/SRI/COL6A2/BSG/ANK1/DMD/SNTA1/SNTB1/PPP3CB/DAG1/UTRN/AQP1/ANK3/CACNA2D1/SLC8A2/AHNAK2/SCN2A/FXYD1/CACNB2/PSEN1/OBSCN/CACNA1C",37
"GO:0031256","CC","GO:0031256","leading edge membrane","45/2712","180/19550",4.65293076054628e-05,0.000186372885958145,9.33815485199283e-05,"SPTBN1/TLN1/EEF1A1/EZR/EGFR/DNM2/FERMT2/NME1/ARHGEF2/NCKAP1/CDC42/SYNE2/RHOA/PALM/PLCG1/HIP1R/MYO6/THY1/ANK1/RAC1/ARF4/PACSIN2/PPP1R9B/ITGB3/MPP2/AIF1L/STX4/DIAPH1/ROBO2/NF2/AKT2/PSD2/AIF1/PTPRJ/SPRY4/PSD3/ARHGAP44/MYO1D/ADAM17/APPL2/WLS/FAM107A/PLEK/ATP6AP2/ITGA5",45
"GO:0005689","CC","GO:0005689","U12-type spliceosomal complex","13/2712","29/19550",5.25610903517258e-05,0.00020711910738599,0.000103776377536551,"SF3B1/DHX15/YBX1/SNRPD3/SNRPB/SNRPGP15/SF3B4/SF3B6/SF3B5/SNRPE/PHF5A/SNRPF/LSM7",13
"GO:0071556","CC","GO:0071556","integral component of lumenal side of endoplasmic reticulum membrane","13/2712","29/19550",5.25610903517258e-05,0.00020711910738599,0.000103776377536551,"CANX/HLA-A/CALR/HLA-C/HLA-DRB1/HLA-DRA/HLA-DRB3/TAPBP/CD74/HLA-DQB1/HLA-DRB4/HLA-DPB1/HLA-DPA1",13
"GO:0098553","CC","GO:0098553","lumenal side of endoplasmic reticulum membrane","13/2712","29/19550",5.25610903517258e-05,0.00020711910738599,0.000103776377536551,"CANX/HLA-A/CALR/HLA-C/HLA-DRB1/HLA-DRA/HLA-DRB3/TAPBP/CD74/HLA-DQB1/HLA-DRB4/HLA-DPB1/HLA-DPA1",13
"GO:0032153","CC","GO:0032153","cell division site","23/2712","71/19550",5.33850566249003e-05,0.000208123945522774,0.000104279848525597,"MYH9/MYH10/RDX/LIMA1/PPP1CC/RHOA/RHOC/RAB21/RALA/PKN1/MYLK/RHOB/TUBGCP3/SPIRE1/DCTN3/NF2/PKN2/PSD2/ANLN/ARF6/TUBGCP6/MEN1/ZFYVE19",23
"GO:0099023","CC","GO:0099023","vesicle tethering complex","21/2712","62/19550",5.33870751889694e-05,0.000208123945522774,0.000104279848525597,"CDC42/VPS18/EXOC4/VPS51/EXOC8/VPS16/VPS11/TRAPPC3/EXOC2/ZW10/TNFAIP2/EXOC3/EXOC5/EXOC1/EXOC3L4/TRAPPC9/VPS33A/COG8/COG5/STXBP6/EXOC7",21
"GO:0030670","CC","GO:0030670","phagocytic vesicle membrane","24/2712","76/19550",5.89061951080248e-05,0.000227414952977023,0.000113945547156201,"HLA-A/DNM2/CALR/RAB7A/RAB11B/SEC22B/HLA-C/RAB10/RAB31/RAB8A/TAP1/RAB8B/TAP2/SNAP23/TAPBP/CYBA/STX4/ANXA3/CYBB/HVCN1/APPL2/RAB23/SYT7/RAB11FIP1",24
"GO:0046540","CC","GO:0046540","U4/U6 x U5 tri-snRNP complex","16/2712","41/19550",5.89594322533023e-05,0.000227414952977023,0.000113945547156201,"PRPF6/SNRPD3/LSM8/PRPF31/DDX23/SNRPB/PRPF4/LSM2/LSM4/LSM5/PRPF3/SNRPE/SNRPF/LSM6/LSM7/PPIH",16
"GO:0062023","CC","GO:0062023","collagen-containing extracellular matrix","88/2712","425/19550",6.0839221828564e-05,0.00023343048796328,0.000116959612047156,"PKM/COL6A3/ANXA5/ANXA6/ANXA2/HSP90B1/ANXA1/APOE/SERPINH1/POSTN/CLU/COL6A1/COL1A1/CALR/LGALS1/COL1A2/COL6A2/F13A1/LGALS3/LGALS3BP/ITIH4/LMAN1/VTN/DST/FBN1/CSTB/ORM1/ACAN/THBS1/TNXB/LAMC3/ENTPD2/DAG1/LUM/PRELP/APOH/PLOD3/SRPX2/GH1/FLG/THBS4/ITGB4/SPARC/AEBP1/SERPINE2/SOD3/F12/AMBP/MMRN2/SPON1/SMOC1/DCN/HAPLN1/TIMP1/COL21A1/S100A10/ECM1/MMRN1/ICAM1/CD151/SERPINF1/APLP1/CLEC3B/COL14A1/CTSG/PLSCR1/ITIH5/PRTN3/ELANE/ATRN/COL3A1/MFAP2/CTSH/GPC2/RARRES2/F3/SERPINE1/GPC6/PXDN/HTRA1/DPT/SERPINB12/LRRC15/PTN/COL5A3/OGN/GPC4/SEMA7A",88
"GO:0009898","CC","GO:0009898","cytoplasmic side of plasma membrane","43/2712","172/19550",6.78024358602063e-05,0.000258785213309374,0.000129663517462064,"MYH9/IQGAP1/EZR/GNAI2/ATP2A2/SPTB/GNAS/FERMT2/GNAI1/RHOA/GNB4/PALM/ESYT1/ANK1/RAC1/MAP2K2/GNA11/RAB21/YES1/PPP1R9B/FYN/PTK2/CHMP4B/DIABLO/ESYT2/EPB41/SNX18/GNG10/DLG4/AKT1/KRAS/OSBPL2/TRAF6/ASPSCR1/GNB5/MIEN1/PTPRC/SNX9/C2CD2L/GNAZ/EXOC1/CDH1/CYLD",43
"GO:0031091","CC","GO:0031091","platelet alpha granule","27/2712","91/19550",7.1067815172503e-05,0.000269835610733097,0.000135200284346812,"ACTN4/ACTN1/ALDOA/CLU/F13A1/ORM1/THBS1/APP/OLA1/SCCPDH/CD9/CYB5R1/ITGB3/SPARC/SERPINE2/CD109/STXBP3/VTI1B/TMX3/TIMP1/PCYOX1L/MMRN1/MAGED2/TEX264/SERPINE1/NHLRC2/IGF2",27
"GO:0005849","CC","GO:0005849","mRNA cleavage factor complex","10/2712","19/19550",7.21775552104399e-05,0.000272629211131661,0.000136600009042938,"CPSF6/NUDT21/CPSF7/CSTF2/CSTF1/CSTF2T/FIP1L1/CPSF3/SYMPK/CPSF1",10
"GO:0000836","CC","GO:0000836","Hrd1p ubiquitin ligase complex","7/2712","10/19550",8.00704384750761e-05,0.000300883245609951,0.00015075660418259,"SEL1L/AUP1/OS9/SYVN1/DERL1/RHBDD2/FAM8A1",7
"GO:0045239","CC","GO:0045239","tricarboxylic acid cycle enzyme complex","8/2712","13/19550",9.09769993797324e-05,0.000340114013065769,0.000170413056867839,"OGDH/SUCLG2/SUCLA2/SUCLG1/BCKDHA/MRPS36/DBT/BCKDK",8
"GO:0035371","CC","GO:0035371","microtubule plus-end","11/2712","23/19550",9.66366267667303e-05,0.000357604573162164,0.000179176647010715,"CLIP2/DCTN1/MAPRE1/CKAP5/DST/CLASP1/MAPRE2/MAPRE3/SLAIN2/SLAIN1/CDK5RAP2",11
"GO:0071782","CC","GO:0071782","endoplasmic reticulum tubular network","11/2712","23/19550",9.66366267667303e-05,0.000357604573162164,0.000179176647010715,"KPNB1/RTN4/RAB10/EMD/ATL3/REEP5/RAB18/ASPH/STIM1/C2CD2L/ATL2",11
"GO:0070382","CC","GO:0070382","exocytic vesicle","52/2712","224/19550",0.000103977928188705,0.000382827826512959,0.00019181467879575,"DPYSL3/RAB11B/SEC22B/COPS4/PPT1/PICALM/RAB10/STX12/SGTA/GIPC1/RAB8A/RAB35/STX7/APP/SV2A/RAB8B/MFF/VPS45/PTPRS/CLTB/RAB13/BSN/RAB3D/TRIM9/CLTA/PDE4B/DNAJC5/RAB3C/SLC6A9/COPS5/RPH3A/VTI1B/STX4/DLG4/MT3/IQSEC1/ADAM10/KIF1A/APBA1/SYNPR/PRRT1/STXBP5/SCAMP5/SNCAIP/BCL2L1/SYT7/UNC13D/PSEN1/SLC32A1/BRSK1/TOR1A/WDR7",52
"GO:0090543","CC","GO:0090543","Flemming body","14/2712","35/19550",0.000124062737185418,0.000454481082453114,0.000227716317394023,"PDCD6IP/RALA/EXOC4/TSG101/VPS4A/IST1/EXOC2/CHAMP1/NUP62/EXOC1/ARF6/ZFYVE19/CCDC66/EXOC7",14
"GO:0005637","CC","GO:0005637","nuclear inner membrane","20/2712","61/19550",0.000133402482563901,0.000486252048945418,0.00024363506026144,"LMNB2/MATR3/TMEM43/CBX3/TOR1AIP1/TRA2B/SUN2/EMD/NUTF2/FAM169A/ITPR1/SIGMAR1/DPY19L3/SUN1/LBR/TMEM201/LEMD3/NRM/P2RX7/DPY19L1",20
"GO:0072686","CC","GO:0072686","mitotic spindle","40/2712","161/19550",0.000137915104968463,0.000500199559810993,0.000250623416727189,"CLTC/MAP4/MAPK1/DCTN1/MAPRE1/CTTN/CDC42/SMC3/SMC1A/NUDC/CEP170/CLASP1/ATAT1/GIT1/DYNLL1/RANGAP1/RMDN3/EML3/GOLGA2/EML4/ARHGEF7/EPB41/TUBG1/RAE1/MAPRE3/DIAPH1/CUL3/STAG2/LSM14A/NUSAP1/CDK1/TMEM9/NUP62/IKBKG/MAD2L1/TBL1X/DYNLT3/AURKB/NCOR1/CDK5RAP2",40
"GO:0031201","CC","GO:0031201","SNARE complex","17/2712","48/19550",0.000144738436693624,0.00052234812054283,0.000261720883442873,"SEC22B/NAPA/STX12/YKT6/STX7/SNAP23/VTI1B/STX4/SNAP29/STX8/STX16/STX5/CPLX2/SNX4/USE1/STXBP5/CPLX1",17
"GO:0031902","CC","GO:0031902","late endosome membrane","37/2712","146/19550",0.000156741435934916,0.000562879343825387,0.000282028925431246,"ANXA6/ANXA2/RAB7A/SCARB2/ARL8B/ARL8A/HLA-DRB1/VPS18/HLA-DRA/HLA-DRB3/LAMTOR1/HGS/CHMP4B/TSG101/VPS16/SORL1/VPS11/UBXN6/VPS4A/RHOB/WDR91/CHMP6/VAC14/VTI1B/LAMTOR4/VPS28/LAMTOR5/VPS37B/NPC1/ABCB6/TMEM9/STX8/HLA-DRB4/SLC39A14/MVB12B/CHMP2B/VPS33A",37
"GO:0035580","CC","GO:0035580","specific granule lumen","20/2712","62/19550",0.000171505057504344,0.000612878367258171,0.000307080778916447,"SPTAN1/KPNB1/ILF2/HP/CYFIP1/LTF/ACAA1/ERP44/PDXK/ORM1/GGH/NIT2/TOLLIP/LRG1/LYZ/PTPN6/CAMP/ELANE/NEU1/GSDMD",20
"GO:0000835","CC","GO:0000835","ER ubiquitin ligase complex","7/2712","11/19550",0.000193701325379626,0.000685477020396831,0.000343456105808534,"SEL1L/AUP1/OS9/SYVN1/DERL1/RHBDD2/FAM8A1",7
"GO:0019774","CC","GO:0019774","proteasome core complex, beta-subunit complex","7/2712","11/19550",0.000193701325379626,0.000685477020396831,0.000343456105808534,"PSMB5/PSMB1/PSMB2/PSMB8/PSMB7/PSMB6/PSMB10",7
"GO:0045178","CC","GO:0045178","basal part of cell","60/2712","276/19550",0.000224924759307411,0.000792126326256536,0.000396892405185211,"HSP90AB1/ANXA2/ANXA1/ANK2/EZR/EGFR/ATP2B4/AP2A1/SCRIB/FLOT1/EPPK1/SLC3A2/SLC1A3/BSG/FLOT2/TFRC/PALM/DST/LIN7C/ATP12A/ANK1/SLC27A1/DOCK7/PRCP/CLASP1/LIN7A/ITGA2/CD38/DAG1/WASF2/CD81/SLC12A2/CXADR/ITGB4/SLC7A5/SLC6A9/AQP1/ANK3/MLC1/STXBP3/EPB41/IDE/ITGA3/SLC8A2/STX4/SLC16A1/CLDN11/SLC16A3/SYNJ2BP/DLG2/SLC39A14/MYO1D/SLC7A1/P2RY12/MAP7/SLC4A7/ABCC3/KCNJ10/ARRB1/SLC38A3",60
"GO:0099568","CC","GO:0099568","cytoplasmic region","59/2712","271/19550",0.000242324569283857,0.000849301014461209,0.000425539602942805,"DYNC1H1/ENO1/MAP2/MAP4/CANX/MAPK1/DCTN1/CTNND1/PAFAH1B1/KIF5B/GNAI1/PRKAR1A/KIF5C/FLOT2/AKR1B1/DCX/OPA1/HIP1R/CTBP1/DST/ARL8B/CLASP1/ARL8A/RAB21/ITGB2/DYNLL1/PURA/CLTB/BSN/RANGAP1/CLTA/FMR1/MAPK8IP3/AP3B1/PRKACA/AP3B2/CTBP2/EPB41/ABHD12/ZC3H14/ERC1/BAIAP2/DLG4/MAP2K4/KIF3B/BLOC1S3/CENPF/DLG2/KIF1A/ACTR10/BLOC1S2/BLOC1S4/PQBP1/ATG7/ANLN/WLS/KIF4A/TRIM46/HDAC6",59
"GO:0098685","CC","GO:0098685","Schaffer collateral - CA1 synapse","23/2712","78/19550",0.000262517322800479,0.000915670470438034,0.000458793810182655,"ACTB/CAPZB/CTNND1/CDC42/PLCG1/GIPC1/SH3GL1/PTPRS/BSN/FYN/PTPRD/PTPRA/CDK5/BAIAP2/PRKAR1B/CDH11/ITPR1/ABR/BCR/APBA1/GRM5/STXBP5/CPLX1",23
"GO:0099092","CC","GO:0099092","postsynaptic density, intracellular component","8/2712","15/19550",0.000350841030983987,0.00121791957898727,0.000610234775696459,"DNM2/CTNND1/ARHGEF2/TNIK/SH3GL1/FYN/BAIAP2/BCR",8
"GO:0000176","CC","GO:0000176","nuclear exosome (RNase complex)","7/2712","12/19550",0.000409080677973547,0.00140669723699394,0.000704821227690273,"EXOSC4/EXOSC5/EXOSC3/DIS3/EXOSC6/EXOSC7/EXOSC10",7
"GO:0030904","CC","GO:0030904","retromer complex","7/2712","12/19550",0.000409080677973547,0.00140669723699394,0.000704821227690273,"VPS35/SNX12/SNX3/VPS29/VPS26B/SNX6/TBC1D5",7
"GO:0099091","CC","GO:0099091","postsynaptic specialization, intracellular component","9/2712","19/19550",0.000464064055451629,0.00158827557006684,0.000795800480561973,"DNM2/CTNND1/ARHGEF2/TNIK/SH3GL1/YES1/FYN/BAIAP2/BCR",9
"GO:0016234","CC","GO:0016234","inclusion body","22/2712","76/19550",0.000470344667118638,0.00160224888939013,0.000802801768274311,"HSP90AB1/EEF2/HSPA1B/CLU/PSMC6/PSMC5/AGL/PICALM/BAG3/NUP98/PABPN1/RANGAP1/SNCB/STUB1/GYS1/SQSTM1/MT3/RANBP2/HTT/ARIH1/HDAC6/PSEN1",22
"GO:0008287","CC","GO:0008287","protein serine/threonine phosphatase complex","16/2712","48/19550",0.000495512913544251,0.00167235608321185,0.000837928757309236,"PPP2R1A/PPP1CB/PPP2CA/PPP1CC/PPP1CA/PPP2R2A/PPP3CB/PPP1R12A/PPP1R9B/PPP2R5D/PPP2R5E/PPP2R5C/ITPR1/PPP2R5A/PPP4R1/WDR82",16
"GO:1903293","CC","GO:1903293","phosphatase complex","16/2712","48/19550",0.000495512913544251,0.00167235608321185,0.000837928757309236,"PPP2R1A/PPP1CB/PPP2CA/PPP1CC/PPP1CA/PPP2R2A/PPP3CB/PPP1R12A/PPP1R9B/PPP2R5D/PPP2R5E/PPP2R5C/ITPR1/PPP2R5A/PPP4R1/WDR82",16
"GO:0005868","CC","GO:0005868","cytoplasmic dynein complex","10/2712","23/19550",0.000526315954662295,0.00174401968613097,0.000873835580228786,"DYNC1H1/DYNLRB1/DYNLL1/DYNC1LI1/DYNLL2/DCTN4/NUDCD3/DYNLT1/SNX4/DYNLT3",10
"GO:0030131","CC","GO:0030131","clathrin adaptor complex","10/2712","23/19550",0.000526315954662295,0.00174401968613097,0.000873835580228786,"AP2A2/AP2A1/AP2B1/AP1B1/AP2M1/AP3B1/AP1G1/AP1M1/AP2S1/AP1S2",10
"GO:0031307","CC","GO:0031307","integral component of mitochondrial outer membrane","10/2712","23/19550",0.000526315954662295,0.00174401968613097,0.000873835580228786,"CPT1A/MFF/FIS1/GDAP1/SPIRE1/TOMM40/ABCB6/SYNJ2BP/FUNDC2/MFN1",10
"GO:0071682","CC","GO:0071682","endocytic vesicle lumen","10/2712","23/19550",0.000526315954662295,0.00174401968613097,0.000873835580228786,"HSP90B1/APOE/HP/HYOU1/CALR/HSPH1/LTF/HGS/APOB/SPARC",10
"GO:0000779","CC","GO:0000779","condensed chromosome, centromeric region","35/2712","144/19550",0.000541444968606009,0.00177877599892627,0.00089125012147486,"DCTN1/PAFAH1B1/PPP1CC/CKAP5/DCTN2/CBX3/SMC1A/SUGT1/CLASP1/PPP1R12A/NUP98/DYNLL1/DYNC1LI1/RANGAP1/DCTN4/CENPV/CHAMP1/ZW10/NUP85/PHF6/DCTN3/NUP43/NUP160/CENPF/RASSF2/NUP107/MAD2L1/AHCTF1/DCTN5/CSNK1A1/DYNLT3/NUP37/AURKB/ATRX/PSEN1",35
"GO:0031093","CC","GO:0031093","platelet alpha granule lumen","20/2712","67/19550",0.000541684872101003,0.00177877599892627,0.00089125012147486,"ACTN4/ACTN1/ALDOA/CLU/F13A1/ORM1/THBS1/APP/OLA1/SCCPDH/SPARC/VTI1B/TIMP1/PCYOX1L/MMRN1/MAGED2/TEX264/SERPINE1/NHLRC2/IGF2",20
"GO:0036452","CC","GO:0036452","ESCRT complex","11/2712","27/19550",0.000546645572597836,0.00178701624405302,0.000895378870386826,"HGS/CHMP4B/TSG101/CHMP6/VPS28/VPS37B/STAM2/MVB12B/VPS25/CHMP2B/CHMP1A",11
"GO:0044291","CC","GO:0044291","cell-cell contact zone","21/2712","72/19550",0.00056116829762731,0.00182630218290317,0.000915062966525736,"ACTN1/ATP1A2/AHNAK/ANK2/CTNNA1/SCRIB/FLOT1/DES/TJP2/FLOT2/GJA1/MYH1/JAM2/SPTBN4/ANK3/SCN2A/DSC2/JAM3/FXYD1/VAMP5/PCDH9",21
"GO:0009925","CC","GO:0009925","basal plasma membrane","55/2712","257/19550",0.000598762981528263,0.00193569804532422,0.000969875419431814,"HSP90AB1/ANXA2/ANXA1/ANK2/EZR/EGFR/ATP2B4/AP2A1/SCRIB/FLOT1/EPPK1/SLC3A2/SLC1A3/BSG/FLOT2/TFRC/PALM/DST/LIN7C/ATP12A/ANK1/SLC27A1/LIN7A/CD38/DAG1/WASF2/CD81/SLC12A2/CXADR/ITGB4/SLC7A5/SLC6A9/AQP1/ANK3/MLC1/STXBP3/EPB41/IDE/ITGA3/SLC8A2/STX4/SLC16A1/SLC16A3/SYNJ2BP/DLG2/SLC39A14/MYO1D/SLC7A1/P2RY12/MAP7/SLC4A7/ABCC3/KCNJ10/ARRB1/SLC38A3",55
"GO:0000776","CC","GO:0000776","kinetochore","33/2712","134/19550",0.000600092946835765,0.00193569804532422,0.000969875419431814,"DCTN1/PAFAH1B1/PPP1CC/CKAP5/DCTN2/SMC1A/SUGT1/CLASP1/PPP1R12A/NUP98/DYNLL1/DYNC1LI1/RANGAP1/DCTN4/CENPV/CHAMP1/ZW10/NUP85/PHF6/DCTN3/NUP43/NUP160/CENPF/RASSF2/NUP107/MAD2L1/AHCTF1/DCTN5/CSNK1A1/DYNLT3/NUP37/AURKB/PSEN1",33
"GO:0000153","CC","GO:0000153","cytoplasmic ubiquitin ligase complex","8/2712","16/19550",0.000616483821815922,0.00197980927799034,0.000991977213865639,"SEL1L/AUP1/OS9/CUL2/SYVN1/DERL1/RHBDD2/FAM8A1",8
"GO:0098636","CC","GO:0098636","protein complex involved in cell adhesion","13/2712","36/19550",0.00069591681579589,0.00222510245050528,0.00111488058670902,"ITGB2/ITGB8/ITGA2/ITGB4/ITGB3/JAM2/ITGA3/ITGA6/ITGAX/ITGAM/JAM3/ITGA5/ITGA11",13
"GO:0042734","CC","GO:0042734","presynaptic membrane","35/2712","146/19550",0.000708736089362191,0.00225619479975999,0.00113045931054323,"ATP2B4/CANX/SCRIB/ATP2B3/FLOT2/GPM6A/PICALM/LRRC4B/PTPRS/CLTB/CLTA/PTPRD/FMR1/SLC6A9/SLC6A11/PDE2A/STX4/ERC1/EPHB2/SCN2A/EXOC3/ADAM23/IGSF21/GRM2/NRXN1/APBA1/SLC6A1/STXBP5/DENND1A/SNCAIP/SYT7/ITSN1/FXYD6/PSEN1/GPC4",35
"GO:0000177","CC","GO:0000177","cytoplasmic exosome (RNase complex)","7/2712","13/19550",0.000780201636332997,0.00247289996907285,0.00123903875426796,"EXOSC4/GTPBP1/EXOSC5/EXOSC3/DIS3/EXOSC6/EXOSC7",7
"GO:0031306","CC","GO:0031306","intrinsic component of mitochondrial outer membrane","10/2712","24/19550",0.000790761326705505,0.0024783419257458,0.00124176542954847,"CPT1A/MFF/FIS1/GDAP1/SPIRE1/TOMM40/ABCB6/SYNJ2BP/FUNDC2/MFN1",10
"GO:0035327","CC","GO:0035327","transcriptionally active chromatin","10/2712","24/19550",0.000790761326705505,0.0024783419257458,0.00124176542954847,"PADI2/PSIP1/EXOSC4/WDR61/EXOSC5/SUPT6H/TTC37/EXOSC3/BCAS3/EXOSC10",10
"GO:0016323","CC","GO:0016323","basolateral plasma membrane","50/2712","231/19550",0.000792960658368897,0.0024783419257458,0.00124176542954847,"HSP90AB1/ANXA2/ANXA1/ANK2/EZR/EGFR/ATP2B4/AP2A1/SCRIB/FLOT1/EPPK1/SLC3A2/BSG/FLOT2/TFRC/PALM/LIN7C/ATP12A/ANK1/LIN7A/CD38/DAG1/WASF2/CD81/SLC12A2/CXADR/SLC7A5/SLC6A9/AQP1/ANK3/MLC1/STXBP3/EPB41/IDE/ITGA3/SLC8A2/STX4/SLC16A1/SLC16A3/SYNJ2BP/DLG2/SLC39A14/MYO1D/SLC7A1/MAP7/SLC4A7/ABCC3/KCNJ10/ARRB1/SLC38A3",50
"GO:0005771","CC","GO:0005771","multivesicular body","19/2712","64/19550",0.000795517161350505,0.0024783419257458,0.00124176542954847,"EGFR/PRKAR1A/TPT1/GJA1/HGS/CHMP4B/TSG101/SORL1/CD74/CHMP6/PRKAR1B/BST2/VTA1/ABCB6/TMEM9/CTSH/CHMP2B/HDAC6/CHMP1A",19
"GO:0034663","CC","GO:0034663","endoplasmic reticulum chaperone complex","6/2712","10/19550",0.000900597981015692,0.0027937699070657,0.0013998096278273,"HSPA5/HSP90B1/P4HB/HYOU1/PPIB/DNAJC10",6
"GO:0031527","CC","GO:0031527","filopodium membrane","8/2712","17/19550",0.00102336578668187,0.0031272328340578,0.00156689017893012,"SYNE2/PALM/DMD/UTRN/ITGB3/ITGA3/NF2/ARF6",8
"GO:0042613","CC","GO:0042613","MHC class II protein complex","8/2712","17/19550",0.00102336578668187,0.0031272328340578,0.00156689017893012,"HLA-DRB1/HLA-DRA/HLA-DRB3/CD74/HLA-DQB1/HLA-DRB4/HLA-DPB1/HLA-DPA1",8
"GO:0099524","CC","GO:0099524","postsynaptic cytosol","8/2712","17/19550",0.00102336578668187,0.0031272328340578,0.00156689017893012,"HSPA8/DBN1/PIN1/DAG1/MTOR/EIF4E/BAIAP2/HTT",8
"GO:0005685","CC","GO:0005685","U1 snRNP","12/2712","33/19550",0.0010338314307379,0.0031272328340578,0.00156689017893012,"LUC7L2/SNRNP70/SNRPA/SNRPD3/LUC7L/SNRPB/SNRPGP15/SNRPB2/PRPF40A/SNRPE/SNRPF/SNRPC",12
"GO:0097386","CC","GO:0097386","glial cell projection","12/2712","33/19550",0.0010338314307379,0.0031272328340578,0.00156689017893012,"GFAP/EZR/GLUL/AKR1B1/EIF2S1/ATP1B2/APP/FYN/FMR1/MT3/GRM2/KCNJ10",12
"GO:1990752","CC","GO:1990752","microtubule end","12/2712","33/19550",0.0010338314307379,0.0031272328340578,0.00156689017893012,"CLIP2/DCTN1/MAPRE1/CKAP5/DST/CLASP1/MAPRE2/MAPRE3/CAMSAP2/SLAIN2/SLAIN1/CDK5RAP2",12
"GO:0005782","CC","GO:0005782","peroxisomal matrix","16/2712","51/19550",0.00104817113632436,0.00314451340897309,0.00157554855665824,"HSPD1/IDH1/HSD17B4/ACAA1/ECH1/GSTK1/GRHPR/CRAT/ECI2/ACOX1/SCP2/IDE/AGPS/PIPOX/NUDT19/ACOT8",16
"GO:0031907","CC","GO:0031907","microbody lumen","16/2712","51/19550",0.00104817113632436,0.00314451340897309,0.00157554855665824,"HSPD1/IDH1/HSD17B4/ACAA1/ECH1/GSTK1/GRHPR/CRAT/ECI2/ACOX1/SCP2/IDE/AGPS/PIPOX/NUDT19/ACOT8",16
"GO:0031304","CC","GO:0031304","intrinsic component of mitochondrial inner membrane","17/2712","56/19550",0.00111902859404556,0.0033296810002417,0.00166832619606363,"IMMT/CHCHD3/SFXN1/SFXN3/SLC25A3/AFG3L2/SFXN5/DNAJC11/COA3/AGK/CCDC51/SAMM50/APOO/OXA1L/UQCC3/MTX2/SCO1",17
"GO:0031305","CC","GO:0031305","integral component of mitochondrial inner membrane","17/2712","56/19550",0.00111902859404556,0.0033296810002417,0.00166832619606363,"IMMT/CHCHD3/SFXN1/SFXN3/SLC25A3/AFG3L2/SFXN5/DNAJC11/COA3/AGK/CCDC51/SAMM50/APOO/OXA1L/UQCC3/MTX2/SCO1",17
"GO:0031970","CC","GO:0031970","organelle envelope lumen","25/2712","96/19550",0.0011286618774629,0.00334469312467663,0.00167584797381097,"PARK7/GATM/IMMT/SHMT2/NDUFS1/OPA1/FKBP10/DTYMK/APP/STOML2/CHCHD2/AK2/SORL1/DIABLO/NLN/CACYBP/PANK2/TIMM9/AGK/CLPB/IGF2R/ARL2/ALPL/PTGES/ARL2BP",25
"GO:0030867","CC","GO:0030867","rough endoplasmic reticulum membrane","10/2712","25/19550",0.00115532377179451,0.00339609286144435,0.00170160165030855,"PLOD1/RPS26/SSR4/CCDC47/SEC61A1/PLOD2/SEC61B/SEC63/RPS29/ARL6IP1",10
"GO:0042611","CC","GO:0042611","MHC protein complex","10/2712","25/19550",0.00115532377179451,0.00339609286144435,0.00170160165030855,"HLA-A/HLA-C/HLA-DRB1/HLA-DRA/HLA-DRB3/CD74/HLA-DQB1/HLA-DRB4/HLA-DPB1/HLA-DPA1",10
"GO:0031672","CC","GO:0031672","A band","13/2712","38/19550",0.00124673597499735,0.00365008243282357,0.00182886232645986,"SPTBN1/ENO1/ALDOA/ANK2/DST/ANK1/RPL15/MYH1/PPP1R12A/S100A1/PPP2R5A/HDAC4/OBSCN",13
"GO:0045211","CC","GO:0045211","postsynaptic membrane","57/2712","277/19550",0.00129686390733122,0.00378165515377784,0.00189478642460604,"HSPA8/ANK2/CANX/SCRIB/DNM2/DBN1/DNM3/COMT/LIN7C/ANK1/PICALM/DMD/SNTA1/LIN7A/NLGN3/LRRC4B/DAG1/UTRN/PTPRS/ITGB3/NLGN4X/FMR1/SLC6A9/SRGAP2/RPH3A/ANK3/SLC6A11/KPNA2/STRN/DLG4/GRIA2/EPHB2/AKAP9/SLC16A3/SYNE1/SIGMAR1/CSPG5/SYNJ2BP/IGSF21/GRM2/DLG2/GABBR2/ADAM10/GRM5/SLC6A1/NRP2/TMUB1/TENM2/GABRB2/DNAJA3/PRRT1/CLSTN1/KCND2/ATP6AP2/FXYD6/ARRB1/CACNA1C",57
"GO:0005750","CC","GO:0005750","mitochondrial respiratory chain complex III","7/2712","14/19550",0.00137399951160542,0.00392802213317785,0.00196812313943068,"UQCRC1/UQCRC2/UQCRFS1/CYC1/UQCRH/UQCRQ/UQCR10",7
"GO:0016581","CC","GO:0016581","NuRD complex","7/2712","14/19550",0.00137399951160542,0.00392802213317785,0.00196812313943068,"CSNK2A1/RBBP7/MTA2/GATAD2B/HDAC2/CHD3/MBD3",7
"GO:0031089","CC","GO:0031089","platelet dense granule lumen","7/2712","14/19550",0.00137399951160542,0.00392802213317785,0.00196812313943068,"LGALS3BP/ITIH4/ITIH3/APOH/ECM1/CLEC3B/RARRES2",7
