,intercept,f,pval,qval,deltaBeta
cg05388880,0.474614933333333,42.1591764674859,2.78616486532014e-10,2.55871088215671e-09,-0.16500832884102223
cg06001205,0.645634933333333,42.1508448358121,2.7968130454479303e-10,2.5675446189028e-09,-0.19792315852923448
cg18645642,0.528555066666667,42.0523075918704,2.92589865099745e-10,2.6767934446099204e-09,-0.17181808423249878
cg20811857,0.5422324,41.9683449655159,3.0406137570327005e-10,2.77168253591625e-09,-0.18761898692367318
cg12942878,0.523586066666667,41.929898449893,3.0946425773491503e-10,2.8169354045383903e-09,-0.16629911276138365
cg14679230,0.487786733333333,41.9207936999817,3.10757835408359e-10,2.8274179342176502e-09,-0.15088203252561389
cg19254118,0.526174333333333,41.7510077177215,3.35902940025954e-10,3.0388443745112504e-09,-0.19056951412405532
cg11423891,0.664319533333333,41.6752887663155,3.47767775856008e-10,3.138057100216e-09,-0.170646492403152
cg20588703,0.6719222,41.6723042011652,3.4824399030561203e-10,3.14206943688828e-09,-0.16522015052762262
cg01346596,0.509322,41.565920023006,3.6565417605128903e-10,3.2893185278299502e-09,-0.15972028923432396
cg11418389,0.355538666666667,41.5078737525805,3.75520436034365e-10,3.3728921388485802e-09,-0.1590661002426928
cg16236270,0.544612133333333,41.4705556285405,3.82004565845601e-10,3.4274218655056502e-09,-0.22260964009893797
cg09570807,0.507300866666667,41.4307453226119,3.89046016740304e-10,3.4868287866143703e-09,-0.19257441933067893
cg11855117,0.551050266666666,41.4045455277467,3.93751246951911e-10,3.5263108584884404e-09,-0.15968865574058644
cg03326215,0.495494333333333,41.2864974459703,4.15672312840805e-10,3.7106114753982105e-09,-0.17170893277667248
cg23000806,0.610624066666667,41.2803997119665,4.16837435693811e-10,3.72043013919338e-09,-0.1763956170139288
cg18634398,0.4894532,41.258792096796,4.20992631810829e-10,3.75338619710638e-09,-0.15642120586263047
cg07006718,0.4881428,41.1671537019262,4.39083383196633e-10,3.90436214751036e-09,-0.16019199068389706
cg02896073,0.3811808,41.1559186051799,4.41354545868807e-10,3.922630773184281e-09,-0.18189549629303664
cg22469897,0.480220466666667,41.1346451982928,4.45687385958511e-10,3.95760716349724e-09,-0.1611898129774884
cg01451808,0.554932,40.963515553515,4.82136602667421e-10,4.25451866258877e-09,-0.15230706534007055
cg13911959,0.464800866666667,40.8960171152661,4.97325415191305e-10,4.37749259764626e-09,-0.1588422710907455
cg13601936,0.555016,40.8651305393455,5.04435394983997e-10,4.4373292579854405e-09,-0.20624462759587947
cg02362017,0.626668333333333,40.8019016884098,5.19311212032036e-10,4.5599277003922905e-09,-0.1500974058640543
cg18704363,0.6323014,40.7235866819064,5.383500869917831e-10,4.7133859728298205e-09,-0.15330910860992442
cg08610281,0.4458746,40.7135706289368,5.40835202041053e-10,4.733062835099e-09,-0.16415287160954917
cg26104239,0.542544866666667,40.6010967539463,5.69547144238773e-10,4.96839336730804e-09,-0.15405328555631337
cg11173579,0.665684133333333,40.5463169099062,5.84081950352278e-10,5.0862741002976706e-09,-0.1920328000766356
cg16518165,0.518725333333333,40.5243530292254,5.900139993651581e-10,5.13434088594819e-09,-0.1628562210548451
cg09507411,0.362133333333333,40.4969828270667,5.974911481174901e-10,5.19599969684238e-09,-0.1565333907450967
cg24197445,0.628074,40.3285091512254,6.45663406826675e-10,5.580560967888711e-09,-0.1560944841150641
cg25890678,0.621110133333333,40.3213783083932,6.47786471641504e-10,5.59696752856308e-09,-0.1693695750738652
cg18256640,0.6785482,40.3063543794329,6.52282572083665e-10,5.63214898687614e-09,-0.1777865026331692
cg03044684,0.534363466666667,39.9843828768283,7.56561327386297e-10,6.46394652185961e-09,-0.24479739726306193
cg12847125,0.7320196,39.9402073293506,7.721223222457901e-10,6.588631838526381e-09,-0.15268813014368376
cg02084553,0.602542133333333,39.8880914773582,7.908951373115501e-10,6.7364107020188105e-09,-0.16431510692440587
cg08285768,0.600811466666667,39.5208670393791,9.36868776538205e-10,7.88396644503167e-09,-0.15351872435589542
cg03455746,0.553331733333333,39.42931311974,9.773072072041802e-10,8.20104548844712e-09,-0.16670217455201253
cg17890233,0.560476066666667,39.3705784607902,1.0041703768079101e-09,8.414765551711941e-09,-0.16558363749246652
cg00782697,0.682063733333333,39.362004677779,1.0081534189988701e-09,8.44672095501227e-09,-0.17537961914125366
cg17066349,0.492504933333333,39.1520991351774,1.1107880257950602e-09,9.241701057537171e-09,-0.16360173741580997
cg26757722,0.520563333333333,38.938851327198,1.22584070789921e-09,1.01299475784753e-08,-0.1608448029251005
cg20930294,0.515785133333333,38.8728864115224,1.26380521027058e-09,1.04177354137174e-08,-0.2131097132867134
cg11658970,0.458847266666667,38.797066324261,1.3089062679699901e-09,1.07667804087475e-08,-0.15346194219486742
cg01222719,0.5678458,38.7402771634433,1.34374525570809e-09,1.1028757925058e-08,-0.1575125169683258
cg21429780,0.599628733333333,38.6232355778341,1.41852108604953e-09,1.15946912711677e-08,-0.17865442384446273
cg17076592,0.535788466666667,38.5987802992677,1.4346667186980901e-09,1.17187425744585e-08,-0.17878222596872984
cg03257743,0.343822066666667,38.4702787661299,1.5225952328744402e-09,1.23884200909783e-08,-0.17763196619469707
cg19758859,0.441366266666667,38.447956640773,1.5384134471199301e-09,1.2505881920329e-08,-0.19438744045066242
cg06911238,0.492417066666667,38.2536365143214,1.68329681505541e-09,1.36010304120588e-08,-0.1850833839648724
cg13176454,0.6004446,38.0517949462946,1.8483588849723e-09,1.48412768234137e-08,-0.17753129830014203
cg09210135,0.5126086,37.9791539984885,1.9116718124052e-09,1.53070573683027e-08,-0.15426003776689373
cg02670123,0.3108508,37.8824128486308,1.9993938752137803e-09,1.59536528268061e-08,-0.17036570295763143
cg01721149,0.367161733333333,37.8448771113451,2.0345115759099503e-09,1.62072398816786e-08,-0.150147637792391
cg10556064,0.382834066666667,37.8162983564508,2.0616651417317103e-09,1.6405174201676e-08,-0.1901966721182432
cg15742758,0.6935472,37.8073126651201,2.07027789354649e-09,1.64671279681773e-08,-0.15637829369458434
cg17778888,0.6180372,37.7271021118508,2.1487823707928904e-09,1.70405097778823e-08,-0.17734642679900747
cg01186595,0.648769533333333,37.6499045651009,2.22716749663602e-09,1.76214271068701e-08,-0.16595943564233295
cg24394819,0.596713,37.6195954338089,2.25872426368448e-09,1.78562697887717e-08,-0.20831357716340848
cg09459774,0.474197,37.5917668746139,2.2880946246016103e-09,1.80714734763621e-08,-0.15405605018510893
cg27649037,0.4887298,37.5319693747084,2.3525125200401102e-09,1.85387675952237e-08,-0.18181432587304652
cg16278877,0.432661533333333,37.418133926517,2.48023440746261e-09,1.94774406252781e-08,-0.15876738619105935
cg26655004,0.434515266666667,37.2481100733374,2.68412103986036e-09,2.09603747781495e-08,-0.16903166397328168
cg13643509,0.6112778,37.1916454311346,2.7554988963339904e-09,2.14748184632888e-08,-0.15032208112270773
cg12910797,0.330994866666667,37.0759751825698,2.90774397488897e-09,2.25615563238409e-08,-0.15191002112251634
cg24930713,0.537782266666667,37.0413865016899,2.95489397047339e-09,2.2900892632308e-08,-0.15072862236805606
cg19149789,0.4483222,37.0114711574183,2.99629382369503e-09,2.31998127281352e-08,-0.15222137309749073
cg23969380,0.760050466666667,36.8754825417018,3.1919749022607702e-09,2.46001595940911e-08,-0.1793384375972611
cg06875413,0.301201266666667,36.7420751445034,3.39644441915604e-09,2.60661387940087e-08,-0.2000660320013764
cg09704885,0.5820914,36.7360122582211,3.4060439439705903e-09,2.61376803969545e-08,-0.15592071561593235
cg03296248,0.442999,36.6456449428446,3.5524061649253303e-09,2.71749803101679e-08,-0.1578679331353578
cg07116732,0.530346466666667,36.4903574768308,3.81886358252332e-09,2.9052601115617e-08,-0.1855733130828947
cg11944462,0.377585066666667,36.4607291891742,3.8719443906836405e-09,2.9418210347372e-08,-0.1502999838268727
cg25981350,0.466707266666667,36.1401956173367,4.49595338669086e-09,3.37914198071448e-08,-0.16461443209002208
cg09729155,0.644774866666667,36.1317464860765,4.51370572246373e-09,3.39086451808048e-08,-0.1512664459835925
cg24496563,0.523627466666667,36.0122794210663,4.77240427496949e-09,3.57039251965494e-08,-0.19865072238644488
cg02506248,0.342944133333333,35.7967048142126,5.27759398160195e-09,3.92035792578016e-08,-0.15778675564764455
cg07807210,0.504747466666667,35.784606634865,5.307491056170571e-09,3.9402147204704e-08,-0.21177926904371353
cg20317148,0.518534066666667,35.7075865782708,5.50186333892183e-09,4.0741860249307e-08,-0.16158894131039958
cg21827809,0.574488466666667,35.5163660958359,6.01600459782356e-09,4.42444292987027e-08,-0.1553805657290951
cg19533322,0.639259533333333,35.4175166689628,6.300484198575811e-09,4.61868534141546e-08,-0.16236842174519495
cg09576319,0.606520733333333,35.3341558843547,6.5508940121107906e-09,4.78850341172661e-08,-0.15125976462913926
cg10069155,0.569548066666666,35.3339230277469,6.5516073513980604e-09,4.7888490582198e-08,-0.1561685490975505
cg01954305,0.618041666666667,35.3106233176086,6.62338121462158e-09,4.83634108819709e-08,-0.16840874666145533
cg13957928,0.659546866666667,35.2712858908325,6.746360073842551e-09,4.91982534379272e-08,-0.17842964589868304
cg11740348,0.441627266666667,35.2470623713292,6.82323021156226e-09,4.97260557267259e-08,-0.16778387845160642
cg11631592,0.449035133333333,35.245357616748,6.828673126668511e-09,4.97602592214936e-08,-0.18113157703081234
cg26758486,0.627681266666667,35.0854217846681,7.359254691673061e-09,5.33280200852601e-08,-0.2102504442039992
cg21002957,0.5265062,35.0670603582467,7.422766256319711e-09,5.37455869049582e-08,-0.16726014241188242
cg23109891,0.569115066666667,34.9076869885946,7.997747306499041e-09,5.75922277944637e-08,-0.16501609273889872
cg21655444,0.594568266666667,34.7857898551586,8.4676259009529e-09,6.07430171018928e-08,-0.19231576045670962
cg25580782,0.620774933333333,34.7618492626693,8.56312639282443e-09,6.14015530918456e-08,-0.15152488111523676
cg08900233,0.613523,34.6629183011418,8.969408242659021e-09,6.40702378486921e-08,-0.15581346863810352
cg09131511,0.4211352,34.6288007121011,9.113975882933411e-09,6.50305995434164e-08,-0.15456450556966977
cg19961800,0.373355933333333,34.5640247596912,9.394941875537581e-09,6.68628716182962e-08,-0.2014588756325575
cg13691567,0.516618466666666,34.5315199500507,9.539201920697551e-09,6.78168458385829e-08,-0.20249549399604222
cg19999567,0.547400133333333,34.5248849128545,9.568921999624172e-09,6.80135655530856e-08,-0.16130813432349678
cg22599115,0.668704533333333,34.4902281906287,9.7256808006952e-09,6.90513655693424e-08,-0.1546197011470063
cg15934634,0.756478733333333,34.452018360656,9.9015101851444e-09,7.02121217413784e-08,-0.18046091277917842
cg08478151,0.5390202,34.3609934148982,1.03333840530665e-08,7.30145661088568e-08,-0.15686645454545456
cg23404330,0.5833858,34.3558228008587,1.03584781340659e-08,7.31633220525555e-08,-0.17543310317080185
cg24298423,0.568190133333333,34.3424916509666,1.04234604530921e-08,7.35831525937989e-08,-0.16894759003875515
cg01703736,0.399934866666667,34.2862858966216,1.07019787488894e-08,7.54423423889841e-08,-0.15136050030349713
cg12074541,0.350557933333333,34.2411538495079,1.09310393155631e-08,7.69073415458755e-08,-0.15170478153131056
cg01154505,0.634416666666666,34.1405831818056,1.14593887095102e-08,8.03690864610315e-08,-0.16629998476523478
cg14557288,0.352825133333333,33.8498754572794,1.31357976574199e-08,9.11473075550601e-08,-0.2174064159162139
cg23180593,0.6944442,33.8482954571333,1.3145553411053e-08,9.12076626899885e-08,-0.1861006001000559
cg07152817,0.5182128,33.6961384020331,1.4120068575316e-08,9.74473169116191e-08,-0.16014717302267556
cg06995967,0.582921533333333,33.6876982620091,1.41762069179126e-08,9.78008524927819e-08,-0.1522313215532788
cg10799668,0.497193,33.6691422376353,1.43004211440997e-08,9.86099719788549e-08,-0.15475921129055725
cg16268315,0.656891333333333,33.6490267005075,1.44363132263234e-08,9.94953505689713e-08,-0.17009580121355927
cg01125214,0.787682533333333,33.624202022037,1.46058124450551e-08,1.00558845711904e-07,-0.16109234837889375
cg15839431,0.391081866666667,33.6000588418582,1.47725807860878e-08,1.01594913363724e-07,-0.1564158722840831
cg00716025,0.4624796,33.5448385985949,1.51612580114924e-08,1.04084625083525e-07,-0.16497957864785884
cg09779152,0.506799,33.5221667203754,1.53238051164235e-08,1.05080992647609e-07,-0.15199136035221522
cg11759293,0.538433866666667,33.5103454475578,1.54092532262779e-08,1.05619660374963e-07,-0.1644440332690872
cg01794802,0.596196933333334,33.3527808347932,1.65950880487445e-08,1.13074412416511e-07,-0.15529899057799756
cg13909661,0.583297866666667,33.2578538304168,1.73534491447679e-08,1.17882698117773e-07,-0.1694224077248513
cg11862714,0.517506333333333,33.0279258137095,1.9338205711397e-08,1.30342588067236e-07,-0.15342295250632415
cg05521175,0.683362733333333,32.8280216208025,2.12488134563186e-08,1.42233491929985e-07,-0.1614231873135713
cg24980551,0.435570933333333,32.8119075376731,2.14108681284133e-08,1.43207524586426e-07,-0.16421867056739242
cg01586506,0.640681533333333,32.6757548155399,2.28307741540809e-08,1.51964532624772e-07,-0.18524742551968587
cg10504588,0.590137933333333,32.4803342908099,2.50361945878783e-08,1.65564969254021e-07,-0.16856699012115128
cg15264020,0.375883866666667,32.4639463868095,2.52306187059035e-08,1.66778701146017e-07,-0.18014408727329395
cg09159452,0.538255133333333,32.366332792526,2.64206134809813e-08,1.73997894695833e-07,-0.16010109601042066
cg15014975,0.4206758,32.3559364934929,2.65506388525945e-08,1.74813732296591e-07,-0.16072915716095088
cg08019798,0.4946504,32.3197716699628,2.70079895204014e-08,1.7760186356284e-07,-0.15325007609916774
cg02520816,0.547972733333333,32.3164123224552,2.70508734705972e-08,1.77872116846373e-07,-0.18803922902097903
cg07042007,0.749694866666667,32.3024188273308,2.7230247341098e-08,1.78927513164339e-07,-0.15812326926425135
cg27360784,0.630515133333333,32.2623966473844,2.77499071333402e-08,1.82071800924e-07,-0.1561126702691248
cg10485411,0.7550546,32.2417151574215,2.80223443401008e-08,1.83732182026695e-07,-0.15818271160303454
cg22789318,0.634857533333333,32.0550682128926,3.06062153734186e-08,1.99178456311223e-07,-0.1686498971126913
cg27366984,0.725871933333333,31.9334217165561,3.24181277599674e-08,2.09940858098368e-07,-0.15650780123014285
cg13909076,0.5964036,31.8706796562166,3.3394512801447e-08,2.15723773275559e-07,-0.1523656068227257
cg24924502,0.307143,31.8689295950051,3.34221676060786e-08,2.15888412905795e-07,-0.1511966133686351
cg20529645,0.396820466666667,31.7722185604039,3.49868229192517e-08,2.25111671205433e-07,-0.1538144436930689
cg02985568,0.5904456,31.7609570906215,3.51737499868417e-08,2.26228082826406e-07,-0.15033335844183182
cg11829371,0.700384266666667,31.481635384282,4.01463519547681e-08,2.55518555304538e-07,-0.15009811771220105
cg17873048,0.437988533333333,31.2988829738178,4.37772974992102e-08,2.76867399923536e-07,-0.1515164333052728
cg07229402,0.311924333333333,31.1584316581415,4.67911836596534e-08,2.94395219988124e-07,-0.15952717198501226
cg08891382,0.620952266666666,31.0908778237525,4.83143893051411e-08,3.03155031853127e-07,-0.17072768978391883
cg07718303,0.4198028,31.0813908108581,4.85322659664904e-08,3.04397441583065e-07,-0.1612862225274725
cg02220418,0.5722774,30.828809390279,5.47115747361135e-08,3.40016665409379e-07,-0.1835619427497025
cg06033321,0.5212624,30.646030908286,5.96722167429971e-08,3.68522449296509e-07,-0.1507860243365997
cg13800802,0.502225733333333,30.6429658699599,5.97591558308983e-08,3.69013589703602e-07,-0.17479923999387775
cg08865522,0.4821306,30.4367312446128,6.59118925994704e-08,4.04049961472769e-07,-0.1548392222521086
cg19919800,0.542862733333333,30.2624711988021,7.16058613877081e-08,4.36482555351489e-07,-0.1544772095998893
cg13169484,0.737554933333334,30.1883356537485,7.41761433951597e-08,4.50770223071934e-07,-0.15779067232702948
cg16083044,0.364739066666667,30.1216880132301,7.656607642852e-08,4.63906530667781e-07,-0.16697849526318853
cg23669081,0.439853,29.9975739389798,8.1225435100063e-08,4.8981229288846e-07,-0.17521789043396163
cg10559585,0.328816133333333,29.7908581838972,8.96287170531816e-08,5.3602270938804e-07,-0.15093009445638716
cg23592392,0.700518933333333,29.6920515386317,9.39494893138164e-08,5.59728172277719e-07,-0.16224868056954656
cg24838345,0.632123933333333,29.4451221301104,1.05688018801701e-07,6.2402530725904e-07,-0.15979091811433388
cg23201527,0.292700466666667,29.3756939809307,1.09247175829175e-07,6.42943079430221e-07,-0.15527775096084945
cg03678146,0.670695733333334,29.3200943008005,1.12184328506586e-07,6.59099091670485e-07,-0.15609922485706607
cg06945634,0.431797533333333,29.3183759561201,1.12276359719428e-07,6.59600868058355e-07,-0.15572519825548997
cg17681516,0.491560933333333,29.2077823958137,1.18362371090994e-07,6.92113408344127e-07,-0.15519471127502626
cg20806180,0.235714266666667,28.90805080478,1.36581430647449e-07,7.88525759997273e-07,-0.17806373348191135
cg13609544,0.506417,28.8193843091856,1.42494447910662e-07,8.19927777212515e-07,-0.15024706196129445
cg03322979,0.5270308,28.8037668753723,1.43562355451287e-07,8.25595515022018e-07,-0.15983625518953953
cg27391627,0.609009066666667,28.7959278628737,1.44101416635705e-07,8.28456292645631e-07,-0.18921970625544082
cg19418273,0.593074466666667,28.7896320049242,1.4453583688801e-07,8.30713999317593e-07,-0.15959093676309666
cg10837110,0.584450933333333,28.5990437275861,1.5833025631539e-07,9.03296715519281e-07,-0.17931734595563964
cg00863007,0.530371466666667,28.0805581135066,2.02955319675045e-07,1.13582660487668e-06,-0.15015358608559692
cg10888461,0.511429266666667,28.0604398768235,2.04922104123112e-07,1.14602840986745e-06,-0.15613448478414993
cg00071984,0.4633606,27.8204215818315,2.29922481309039e-07,1.27357528112232e-06,-0.1690958485008801
cg02527886,0.5154342,27.6101423017191,2.54340816740185e-07,1.39640273521694e-06,-0.19203425946820551
cg03695591,0.4834114,27.5335753242584,2.63867307506356e-07,1.44361136305519e-06,-0.17332318427066018
cg08209336,0.721686533333333,27.1237999658984,3.21313695814143e-07,1.72920491150945e-06,-0.16965522857142845
cg02025737,0.494765933333333,26.9947208052051,3.41902690494288e-07,1.83046082182885e-06,-0.17385650044942763
cg07681748,0.5567056,26.8430065830797,3.67809080532275e-07,1.95836388429275e-06,-0.15463287448052943
cg21261158,0.452497466666667,26.7081270656514,3.92498327146483e-07,2.07925660469817e-06,-0.15014849116569706
cg05571905,0.4183628,26.6130650656895,4.10896446827258e-07,2.16806920675474e-06,-0.15926970971285803
cg03147430,0.712896466666667,26.3637289241595,4.63390841302705e-07,2.42099719491204e-06,-0.15963007380644867
cg07249433,0.424563266666667,26.2368628807003,4.92645185749164e-07,2.56113773556632e-06,-0.15659613500217268
cg15443202,0.370862266666667,26.166324838451,5.09708846491391e-07,2.64239721893513e-06,-0.1579510465466895
cg27312312,0.266801333333333,26.1389460832584,5.16491353386633e-07,2.674703783315e-06,-0.15454132180678798
cg13692426,0.527413733333333,25.622551345807,6.62911775905385e-07,3.35862945071718e-06,-0.2082297149234491
cg12712184,0.4710842,25.5315464679071,6.92755996611903e-07,3.4959592819102e-06,-0.16646293554781066
cg13639451,0.7604252,25.2269716634829,8.02852080455395e-07,4.00296354664796e-06,-0.16185820824692543
cg24503712,0.493969666666667,25.2066849777774,8.10783201486623e-07,4.03896814751237e-06,-0.15618611556068457
cg22497575,0.59354,24.7531618745727,1.01026357319153e-06,4.94717640194058e-06,-0.1599361289667487
cg05624196,0.446749466666667,24.6164699595811,1.07959537052273e-06,5.2570845231868e-06,-0.15789977708592773
cg26851570,0.640932866666667,24.6091150443492,1.08345904874868e-06,5.27357751231514e-06,-0.15211601228988592
cg23858650,0.367220133333333,24.591604753547,1.09271373902083e-06,5.31485607315658e-06,-0.15081424788344344
cg10052687,0.5935368,24.4562439127463,1.16699849241691e-06,5.64089895544102e-06,-0.15251745232605973
cg27159962,0.492363,24.3022992986204,1.25769264304394e-06,6.0410141986796e-06,-0.1502119657337576
cg23218354,0.280242266666667,24.1313551633081,1.36675792228931e-06,6.5155351571199e-06,-0.1626999449580241
cg01457883,0.5972088,24.1213537431182,1.37342664884023e-06,6.54403615446924e-06,-0.162557006383949
cg05224126,0.44996,23.5976545580059,1.77260819990155e-06,8.25523072883036e-06,-0.18045316494039476
cg09559196,0.353364533333333,23.4477815482181,1.90707316120332e-06,8.8227756382545e-06,-0.161022590804917
cg18173044,0.404309266666667,23.1845707532109,2.16861803430064e-06,9.91661572275881e-06,-0.18829906229676996
cg24600221,0.681110466666667,22.9146434337492,2.47449398126509e-06,1.11836565096381e-05,-0.17702131915045982
cg18010718,0.3553704,22.7266647946778,2.71288212541389e-06,1.21552607391676e-05,-0.17061329057406777
cg23119063,0.638247133333333,22.6849664489701,2.76882744927327e-06,1.23796848347818e-05,-0.15477930063291134
cg25015733,0.609738533333333,22.6593662703144,2.80374943992426e-06,1.25234524036381e-05,-0.15808605337067916
cg26498616,0.7269874,22.5880530447307,2.90339063256009e-06,1.292358681952e-05,-0.15642343939364822
cg27172769,0.474814533333333,22.4572442242144,3.09554158882252e-06,1.36989707727922e-05,-0.1507444625922023
cg04245402,0.5779196,21.5289471916945,4.88305956451806e-06,2.07311850500241e-05,-0.16182129186852112
cg05676622,0.704507133333333,21.4367982598903,5.10958895675717e-06,2.16064673466279e-05,-0.18643668673515235
cg18966688,0.610228533333333,21.3891723079202,5.23079435209734e-06,2.20651153988002e-05,-0.15284311357395441
cg26864714,0.595787066666667,21.3570199453868,5.31425665956121e-06,2.23778710306875e-05,-0.15967359708543327
cg20137991,0.588376666666667,21.2256108980641,5.66957902491384e-06,2.37175949719549e-05,-0.15087365710660539
cg07215822,0.621876733333333,21.1483261447269,5.8896515898913e-06,2.45526070393763e-05,-0.15388619524607594
cg04864755,0.713780866666667,20.772129101906,7.09049563667237e-06,2.90586153219183e-05,-0.1965889777756491
cg10385290,0.5896852,20.6255497581328,7.62277322072123e-06,3.10407106909488e-05,-0.17933211583116004
cg11590705,0.538973733333334,20.2463593568286,9.19462692283341e-06,3.67751850828355e-05,-0.16843154795580806
cg07014673,0.301182266666667,20.1917551475742,9.44649259182136e-06,3.76894477822039e-05,-0.18561129620379624
cg20216982,0.611784666666667,20.0604640421011,1.00809637670717e-05,3.9982932217409e-05,-0.18356526734397682
cg14573833,0.538470133333333,20.0522203222399,1.01222082969842e-05,4.012653575732e-05,-0.16380835176188568
cg12798524,0.583343466666667,19.7909732818455,1.152138118572e-05,4.51074413966744e-05,-0.1510223689125461
cg17372758,0.525378866666667,19.6564360897868,1.23165307210468e-05,4.78835147741168e-05,-0.1538189440559441
cg21149266,0.5276008,19.6120011424372,1.25911448284603e-05,4.88405372256413e-05,-0.15899029432823764
cg09400037,0.692732133333333,19.3622907939947,1.42534993858116e-05,5.46321523491115e-05,-0.15052046595561297
cg13654135,0.731133333333333,19.3210446698356,1.45486745395083e-05,5.5661749614377e-05,-0.15983843253564567
cg20391567,0.348603933333333,18.8744652321643,1.8168521611185e-05,6.80262325178344e-05,-0.17190349337556649
cg20397902,0.6550812,18.642367138886,2.03964184495176e-05,7.54865006634637e-05,-0.1510612583012063
cg24795825,0.430604866666667,18.4043771504639,2.29680058050315e-05,8.40479046781154e-05,-0.15443361549547674
cg17831440,0.6511184,18.2349642968382,2.49959823202323e-05,9.06956640174281e-05,-0.16721806304229292
cg12015737,0.6167816,18.1890231913406,2.5576468199456e-05,9.25994387570277e-05,-0.16374894820246355
cg18499201,0.4979534,18.0843052877437,2.69510456123148e-05,9.70485251500318e-05,-0.16269703976897787
cg14189142,0.523934333333333,18.0652189476743,2.7209509126559e-05,9.78854204177549e-05,-0.1501911734840502
cg18173726,0.624532133333333,17.9017941013015,2.95276641712669e-05,0.0001053381384274,-0.18536301104972364
cg07425646,0.703906666666667,17.8880282899419,2.9731815854429e-05,0.0001059866921697,-0.1696620684315685
cg12524725,0.658368666666667,17.7353757857632,3.20936000987194e-05,0.0001134856096759,-0.1618899583672837
cg07351675,0.756088,17.3314048658727,3.93003126572532e-05,0.0001361359932148,-0.15420310636848278
cg23826980,0.631774933333333,16.5668482086125,5.77324566072124e-05,0.0001920538306112,-0.1521265979129941
cg07529122,0.490625866666667,16.1761093270445,7.03153560325591e-05,0.0002289517476575,-0.15625975864764508
cg13711238,0.634895866666667,15.5215413828162,9.79317392385756e-05,0.0003078928240593,-0.16776276119225086
cg05881698,0.778237333333334,13.6561960161058,0.0002535450209182,0.0007170105713633,-0.15815396823648953
cg16034168,0.289240466666667,13.1129371442486,0.0003352108564487,0.000919048121746,-0.1592404572036562
cg10292584,0.567735333333333,12.7263465952628,0.0004091578924686,0.0010950727461903,-0.20360300448587043
cg19474047,0.498933533333333,12.3335071477367,0.0005013165596622,0.0013090883048886,-0.15826482044424145
cg24377694,0.574572466666667,11.6850202246165,0.000701972493447,0.001757716104117,-0.15280649238432803
cg15877425,0.4150456,11.5342400823707,0.0007593150858616,0.0018829509572829,-0.15137188047730832
cg16765600,0.660253666666667,11.2933826559355,0.0008609613962032,0.0021021093100838,-0.15106118260364199
cg14791525,0.673678933333333,11.0912160105646,0.0009568967628312,0.0023056713603887,-0.15476535179179607
cg17569032,0.567806733333333,10.9216951688885,0.0010456789739421,0.0024903062489026,-0.1507565131147207
cg01729116,0.6316154,10.8023539578631,0.0011131646117367,0.0026315441362169,-0.1762228250376442
cg14262681,0.434796933333333,10.146947925506,0.0015712428432595,0.0035456400190068,-0.155973246872339
cg22686132,0.4805396,9.23542067031276,0.002546793625811,0.0053740877541479,-0.15115421829196796
cg03284308,0.613885666666667,7.51680211752915,0.0064169073036997,0.0118061471066909,-0.1700967297819972
cg14585167,0.6091972,6.81489174861096,0.0094167147272099,0.016293984664323,-0.1523516537095747
cg07970752,0.519223933333333,6.63373080283567,0.0104036925479134,0.0176979114686797,-0.15690825811828618
cg13246235,0.532348466666667,6.40318172034986,0.0118159089896104,0.019661062011228,-0.1795304380687805
cg26896569,0.614045,6.39683205408359,0.011857489115481,0.0197187156597162,-0.17482900761148334
cg06728252,0.482459,6.34538769274225,0.0121999841703633,0.0201945117852499,-0.18314462804041753
cg05758978,0.660625133333333,6.12931773262354,0.0137538623621353,0.0222846464262108,-0.15395403638878735
cg08208480,0.2393134,5.45460991444651,0.0200638806026408,0.0303758027656048,-0.15339779549537985
cg09932747,0.416754266666667,5.23321895027999,0.0227372581924843,0.033611600424283,-0.17097423507706377
cg12954245,0.613480133333333,4.77590202368068,0.0295028967432299,0.0414367292177902,-0.15308943553843646
cg18944752,0.595722533333333,177.370213905568,3.40023538357708e-33,5.64263417628852e-29,0.24167245771385482
cg26831416,0.5762076,174.648846314595,8.530658535951059e-33,1.06173646757727e-28,0.1934559995299926
cg06233202,0.4604678,164.897636680833,2.3962266695683e-31,1.49118689309854e-27,0.15462659984027388
cg12273284,0.665590333333334,164.478978356021,2.76904776499015e-31,1.6201222553505e-27,0.176012689485617
cg17262810,0.6975152,160.263635927325,1.1954359575584198e-30,5.0650369218779096e-27,0.1655988063555497
cg25874782,0.474399733333333,157.004446325473,3.73459075657145e-30,1.2014961520297599e-26,0.22133103209378535
cg01649611,0.523694733333333,152.047071828749,2.14216237771383e-29,4.39779328657109e-26,0.21635067046748546
cg13359998,0.461788866666667,151.751063529264,2.37895371478307e-29,4.59941848526823e-26,0.21654480286217181
cg03683087,0.6633478,149.389295295817,5.50365033021901e-29,8.92024254605685e-26,0.16159713250998242
cg26579713,0.6395944,144.66302299951,2.98404419175242e-28,3.25420654548078e-25,0.234572265336155
cg27064337,0.571154933333333,141.062306365424,1.09357658928114e-27,8.85254730200212e-25,0.1770969518018891
cg24199006,0.456001866666667,137.513639693671,3.97016274054099e-27,2.39177506836424e-24,0.16291873390320138
cg17130457,0.704058866666667,137.338263474431,4.23240786421286e-27,2.48623383862719e-24,0.18946341597948768
